SampleID,time
CKmc1,CK
CKmc2,CK
CKmc3,CK
CKmc4,CK
CKmc5,CK
CKmc6,CK
0hmc1,0
0hmc2,0
0hmc3,0
0hmc4,0
0hmc5,0
0hmc7,0
12hmc1,12
12hmc2,12
12hmc3,12
12hmc4,12
12hmc5,12
12hmc6,12
48hmc1,48
48hmc2,48
48hmc3,48
48hmc4,48
48hmc5,48
48hmc6,48
