"time","value","rank","std","r","Min","Max","Q25","Q50","Q75","funcs","tissue","sign","pathway","foldchange"
"48",180170.568333333,37.5,42857.1542209902,6,98062.1,221111.27,181033.905,189131.555,201222.07,"Lysine biosynthesis ","Midgut","abc","Amino acid metabolism",1.30984479475013
"6",138251.906666667,17.6666666666667,16844.9062196685,6,118412.17,169428.62,133266.2525,134792.395,138194.34,"Lysine biosynthesis ","Midgut","d","Amino acid metabolism",1.00509501627692
"72",198256.385,45.3333333333333,18079.5033384789,6,172198.42,217513.05,186546.21,200173.07,213150.85,"Lysine biosynthesis ","Midgut","a","Amino acid metabolism",1.4413291600312
"9",165792.13,24.3333333333333,70211.5574124271,6,133738.78,308633.54,134329.655,134736.445,145219.245,"Lysine biosynthesis ","Midgut","bcd","Amino acid metabolism",1.20531316796018
"CK",191149.183333333,41.8333333333333,36261.4987164142,6,159302.22,259649.86,169126.21,183198.265,193632.79,"Lysine biosynthesis ","Midgut","ab","Amino acid metabolism",1.38965961602943
"0",188780.735,29,3897.81145629572,6,184296.46,192585.04,185635.2275,188864.88,192352.075,"Lysine degradation ","Midgut","abc","Amino acid metabolism",1.16534776778097
"12",185168.75,21.6666666666667,4168.95500030406,6,180273.83,190818.19,182240.24,184490.35,188209.77,"Lysine degradation ","Midgut","c","Amino acid metabolism",1.14305090228244
"24",161995.191666667,13.3333333333333,48272.4475830317,6,79823.79,222498.8,147633.3625,174404.515,180198.5425,"Lysine degradation ","Midgut","c","Amino acid metabolism",1
"3",185956.495,25.1666666666667,7437.05628547145,6,172267.33,192980.47,185054.4175,186983.035,190830.925,"Lysine degradation ","Midgut","bc","Amino acid metabolism",1.14791367007138
"48",228703.63,41.1666666666667,64505.4673969424,6,102409.58,284748.96,234925.7525,244766.79,259104.8875,"Lysine degradation ","Midgut","ab","Amino acid metabolism",1.41179270598721
"6",186486.57,22.6666666666667,18626.0604245578,6,159997.56,218045.65,182597.6025,184502.6,188556.955,"Lysine degradation ","Midgut","bc","Amino acid metabolism",1.15118583509397
"72",249972.601666667,47.8333333333333,25369.7837085155,6,221723.53,283534.96,228441.1825,249515.685,267975.9725,"Lysine degradation ","Midgut","a","Amino acid metabolism",1.54308655148869
"9",177521.586666667,19.3333333333333,23336.4802250808,6,131524.56,198677.94,182424.0025,183786.89,184984.3725,"Lysine degradation ","Midgut","c","Amino acid metabolism",1.09584478922034
"CK",185114.663333333,27.3333333333333,54996.6955925033,6,94713.62,261076.99,168969.41,191308.95,205894.6675,"Lysine degradation ","Midgut","bc","Amino acid metabolism",1.14271702405982
"0",136635.808333333,19.8333333333333,8274.2169058139,6,127413.9,149479.01,130095.715,136742.685,140353.055,"Arginine biosynthesis ","Midgut","c","Amino acid metabolism",1
"12",141369.666666667,25.3333333333333,8944.11641413876,6,129958.93,155374.73,136363.96,140392.69,145406.605,"Arginine biosynthesis ","Midgut","bc","Amino acid metabolism",1.0346458105754
"24",144066.958333333,20.6666666666667,53681.1817445322,6,73775.36,238455,127779.29,136244.28,150104.9725,"Arginine biosynthesis ","Midgut","c","Amino acid metabolism",1.05438654837736
"3",139034.246666667,22.5,7642.897498846,6,127395.21,149871.29,136042.2925,138784.225,142877.7175,"Arginine biosynthesis ","Midgut","c","Amino acid metabolism",1.01755351223511
"48",248896.478333333,42.1666666666667,64854.5039652983,6,121438.48,301767.93,254458.485,267809.12,280361.74,"Arginine biosynthesis ","Midgut","ab","Amino acid metabolism",1.82160504899368
"6",138648.78,20.8333333333333,17680.0324348209,6,115180.27,167982.84,130743.3475,136758.795,144045.035,"Arginine biosynthesis ","Midgut","c","Amino acid metabolism",1.0147323874409
"72",267803.408333333,48.1666666666667,32613.7934591163,6,231851.11,316898.26,243519.475,262573.105,287460.73,"Arginine biosynthesis ","Midgut","a","Amino acid metabolism",1.9599796832175
"9",150489.505,22,34222.0217932622,6,129120.39,217887.22,133124.495,134200.885,149621.685,"Arginine biosynthesis ","Midgut","c","Amino acid metabolism",1.10139140563263
"CK",150249.321666667,26,44712.1837921417,6,86913.53,221791.76,130573.65,152372.6,161646.73,"Arginine biosynthesis ","Midgut","bc","Amino acid metabolism",1.09963356970174
"0",148484.69,23.8333333333333,5246.74447395336,6,141389.7,153003.79,144205.0875,150853.695,152327.205,"Histidine metabolism ","Midgut","bc","Amino acid metabolism",1.01318559905333
"12",149268.181666667,25.1666666666667,5321.80403882901,6,142221.81,155928.05,145263.7,150285.405,152545.3175,"Histidine metabolism ","Midgut","bc","Amino acid metabolism",1.01853175611266
"24",150063.196666667,18.6666666666667,54858.4848519395,6,78544.96,248474,138421.47,144271.83,147326.865,"Histidine metabolism ","Midgut","c","Amino acid metabolism",1.02395654266157
"3",148570.746666667,24.5,4516.29269920657,6,140913.92,153370.27,147074.705,149060.655,151719.8575,"Histidine metabolism ","Midgut","bc","Amino acid metabolism",1.01377280690196
"48",235981.411666667,41.1666666666667,58113.916329878,6,122347.17,286401.92,242426.62,248694.485,264233.43,"Histidine metabolism ","Midgut","ab","Amino acid metabolism",1.61021966604734
"6",147802.236666667,20.5,16221.8288397279,6,126691.11,176234.73,143180.2275,144535.515,150199.9425,"Histidine metabolism ","Midgut","c","Amino acid metabolism",1.00852887727711
"72",257214.345,48.5,19340.3829780765,6,232884.27,288075.87,244857.21,259642.615,262244.6225,"Histidine metabolism ","Midgut","a","Amino acid metabolism",1.75510263195442
"9",146552.31,19,7377.3097709802,6,142236.19,161514.57,143373.745,143716.625,144581.955,"Histidine metabolism ","Midgut","c","Amino acid metabolism",1
"CK",151520.831666667,26.1666666666667,49271.2773362272,6,72372.62,219872.73,133936.88,157293.535,171429.315,"Histidine metabolism ","Midgut","bc","Amino acid metabolism",1.03390271819439
"0",184823.41,32.1666666666667,2920.64582651165,6,180494.64,187474.01,182913.245,185517.025,187298.5875,"Tyrosine metabolism ","Midgut","abc","Amino acid metabolism",1.16271030013439
"12",181409.385,25,4925.9276981854,6,174821.65,187961.29,178098.2275,181502.49,184654.31,"Tyrosine metabolism ","Midgut","bc","Amino acid metabolism",1.14123292325656
"24",158959.123333333,14.8333333333333,50764.7526375518,6,81567.18,230302.29,135403.36,169212.215,176798.3775,"Tyrosine metabolism ","Midgut","c","Amino acid metabolism",1
"3",180301.55,23.5,5805.90331540234,6,169598.31,186261.35,179495.51,181521.115,183445.605,"Tyrosine metabolism ","Midgut","bc","Amino acid metabolism",1.13426361582224
"48",223198.025,41.1666666666667,59103.6132252937,6,104761.3,264309.84,233135.3725,243711.565,250740.82,"Tyrosine metabolism ","Midgut","ab","Amino acid metabolism",1.40412214360266
"6",180134.148333333,23.5,12931.973214546,6,158103.08,198238.97,178800.7675,181004.465,183541.8975,"Tyrosine metabolism ","Midgut","bc","Amino acid metabolism",1.13321050441123
"72",243847.126666667,48.1666666666667,32946.3362492776,6,190092.13,281776.81,228531.455,253742.19,261136.72,"Tyrosine metabolism ","Midgut","a","Amino acid metabolism",1.53402410351324
"9",174151.861666667,18.8333333333333,14761.587609451,6,144875.78,184947.63,175598.81,179234.305,181482.705,"Tyrosine metabolism ","Midgut","c","Amino acid metabolism",1.09557638476324
"CK",162868.746666667,20.3333333333333,58314.8552990137,6,58215.55,228833.1,151516.8025,174170.45,191935.62,"Tyrosine metabolism ","Midgut","c","Amino acid metabolism",1.02459514906316
"0",270530.128333333,32.8333333333333,3889.90417006598,6,264617.9,274304.63,268167.6325,271418.81,273607.2375,"Tryptophan metabolism ","Midgut","abc","Amino acid metabolism",1.23103090260904
"12",264723.693333333,21.1666666666667,4379.23851439803,6,259632.38,270201.18,261751.5925,263819.49,268310.3675,"Tryptophan metabolism ","Midgut","cd","Amino acid metabolism",1.20460907313287
"24",219759.006666667,13.5,62821.1209120645,6,112736.45,273530.56,192236.2225,246676.81,260302.24,"Tryptophan metabolism ","Midgut","d","Amino acid metabolism",1
"3",265019.251666667,25.6666666666667,8756.75043154345,6,248146.62,273031.11,265042.395,267311.43,269349.51,"Tryptophan metabolism ","Midgut","bcd","Amino acid metabolism",1.20595399336079
"48",300287.605,41.5,81830.7630501981,6,136503.41,356800.01,315463.0325,324426.28,341427.345,"Tryptophan metabolism ","Midgut","ab","Amino acid metabolism",1.36644049113072
"6",264462.92,24.8333333333333,18218.3204160812,6,231964.54,287905.45,263885.13,266148.01,270147.5075,"Tryptophan metabolism ","Midgut","bcd","Amino acid metabolism",1.20342243993276
"72",330541.978333333,48.5,25792.9136704518,6,297270.14,368553.5,312634.185,335502.56,339934.4275,"Tryptophan metabolism ","Midgut","a","Amino acid metabolism",1.50411117772617
"9",241382.041666667,18.8333333333333,57497.5696591063,6,124422.74,271478.68,258608.215,263967.8,266717.1075,"Tryptophan metabolism ","Midgut","cd","Amino acid metabolism",1.09839430623564
"CK",240783.006666667,20.6666666666667,72123.469400464,6,110600.66,319748.44,226701.1525,255515.235,278545.3175,"Tryptophan metabolism ","Midgut","cd","Amino acid metabolism",1.09566843388535
"0",114138.13,27.5,2505.48352572511,6,110460.9,116368.44,112355.69,115245.535,115898.355,"beta-Alanine metabolism ","Midgut","bc","Metabolism of other amino acids",1.13298143230993
"12",113647.151666667,24.3333333333333,2581.91134712573,6,110105.92,115901.08,111660.255,114799.5,115447.1775,"beta-Alanine metabolism ","Midgut","bc","Metabolism of other amino acids",1.12810778197648
"24",100741.395,14.1666666666667,30502.1859312022,6,49098.78,142467.67,94427.9875,105648.185,109585.2675,"beta-Alanine metabolism ","Midgut","c","Metabolism of other amino acids",1
"3",113021.766666667,25.1666666666667,4276.43895136442,6,104675.23,116142.66,113128.905,114344.63,115510.9975,"beta-Alanine metabolism ","Midgut","bc","Metabolism of other amino acids",1.12189995648429
"48",169314.888333333,41.3333333333333,46012.0188095291,6,77057.42,197635.33,177085.495,184295.425,194516.515,"beta-Alanine metabolism ","Midgut","ab","Metabolism of other amino acids",1.68068834398544
"6",112572.528333333,24.5,10418.0278396584,6,96096.7,128515.02,111122.925,111793.805,115200.8575,"beta-Alanine metabolism ","Midgut","bc","Metabolism of other amino acids",1.11744063434235
"72",181930.405,48.6666666666667,30792.1887053478,6,125247.72,208842.74,174733.275,193657.975,199727.7275,"beta-Alanine metabolism ","Midgut","a","Metabolism of other amino acids",1.80591508584927
"9",105896.521666667,18.5,16289.9503126798,6,73444,119303.63,109612.865,110839.885,111520.875,"beta-Alanine metabolism ","Midgut","c","Metabolism of other amino acids",1.05117188090027
"CK",106095.568333333,23.3333333333333,36491.5722875375,6,43352.81,152423.26,96769.835,112314.22,121513.95,"beta-Alanine metabolism ","Midgut","bc","Metabolism of other amino acids",1.0531476989507
"0",69719.575,40.6666666666667,3403.85325919758,6,63106,72073.38,69763.88,70696.395,71893.2775,"Phosphonate and phosphinate metabolism ","Midgut","a","Metabolism of other amino acids",1.47537981950823
"12",68333.8,34.3333333333333,6126.66744420815,6,58719.5,77053.1,66075.29,68733.62,70863.74,"Phosphonate and phosphinate metabolism ","Midgut","ab","Metabolism of other amino acids",1.4460545622992
"24",53626.805,21.1666666666667,20831.7836103966,6,25734.29,68418.77,37272.64,65804.42,67628.7675,"Phosphonate and phosphinate metabolism ","Midgut","bc","Metabolism of other amino acids",1.13483058210987
"3",67778.15,33.8333333333333,3627.34095997055,6,62432.41,72475.96,65622.0475,68346.89,69851.46,"Phosphonate and phosphinate metabolism ","Midgut","ab","Metabolism of other amino acids",1.43429610283198
"48",47255.34,12.3333333333333,15665.3434506952,6,19344.35,67345.81,47511.855,47746.975,52372.58,"Phosphonate and phosphinate metabolism ","Midgut","c","Metabolism of other amino acids",1
"6",68887.145,34.3333333333333,5720.31662165916,6,61076.02,78187.46,67269.6425,67440.525,70834.375,"Phosphonate and phosphinate metabolism ","Midgut","ab","Metabolism of other amino acids",1.45776424421028
"72",50056.7766666667,11.5,7763.34308487179,6,39751.28,61689.43,45228.5425,50219.01,53727.41,"Phosphonate and phosphinate metabolism ","Midgut","c","Metabolism of other amino acids",1.05928296498696
"9",62632.4083333333,32,15644.215667628,6,30970.97,71609.68,66192.115,68992.315,69725.92,"Phosphonate and phosphinate metabolism ","Midgut","ab","Metabolism of other amino acids",1.32540382385003
"CK",60194.355,27.3333333333333,25815.1579712794,6,14286.54,91014.95,55822.6375,63887.985,72187.8575,"Phosphonate and phosphinate metabolism ","Midgut","abc","Metabolism of other amino acids",1.2738106423528
"0",90543.0233333333,24.3333333333333,2867.87220190625,6,87194.81,93831.95,88131.39,90789.085,92753.06,"Selenocompound metabolism ","Midgut","bc","Metabolism of other amino acids",1.01132002455502
"12",90973.8016666667,19.5,6679.4478319107,6,85871.01,103841.85,86847.8625,89098.955,91150.645,"Selenocompound metabolism ","Midgut","c","Metabolism of other amino acids",1.01613160184288
"24",93091.6566666667,16.1666666666667,45301.6468074297,6,43337.37,178666.23,77299.7775,84664.095,90445.8825,"Selenocompound metabolism ","Midgut","c","Metabolism of other amino acids",1.0397869768431
"3",89529.5466666667,21.1666666666667,2733.41967509321,6,85008.22,92307.21,88470.8325,89745.095,91680.46,"Selenocompound metabolism ","Midgut","bc","Metabolism of other amino acids",1
"48",124842.453333333,38.5,27970.2764277929,6,70831.27,146307.01,124078.205,132878.795,141980.33,"Selenocompound metabolism ","Midgut","ab","Metabolism of other amino acids",1.39442740392892
"6",89988.4883333333,18.6666666666667,10617.5820964162,6,77272.7,109464.83,86781.2925,87775.32,90338.4375,"Selenocompound metabolism ","Midgut","c","Metabolism of other amino acids",1.00512614755412
"72",140095.995,46.8333333333333,17404.9479798622,6,115658.61,159036.8,128099.0525,142534.995,153776.3725,"Selenocompound metabolism ","Midgut","a","Metabolism of other amino acids",1.56480179131925
"9",105678.198333333,23.5,40557.3891957342,6,86602.85,188046.49,87138.1075,87528.04,94898.74,"Selenocompound metabolism ","Midgut","bc","Metabolism of other amino acids",1.18037231582095
"CK",112598.328333333,38.8333333333333,11203.7535247959,6,102988.94,126994.43,104765.755,107155.545,122283.65,"Selenocompound metabolism ","Midgut","ab","Metabolism of other amino acids",1.25766668687105
"0",88925.5516666667,43.6666666666667,3225.66866819528,6,82552.4,91668.57,89384.385,89906.99,90207.88,"Cyanoamino acid metabolism ","Midgut","a","Metabolism of other amino acids",1.39400136104688
"12",86029.7216666666,34.1666666666667,4450.8831143467,6,78365.34,91506.88,84765.2625,87119.655,87844.665,"Cyanoamino acid metabolism ","Midgut","ab","Metabolism of other amino acids",1.34860618625514
"24",76982.79,25,32857.5369438733,6,36357.8,125583.32,52925.08,84324.835,87716.8,"Cyanoamino acid metabolism ","Midgut","bc","Metabolism of other amino acids",1.20678603647519
"3",86556.2516666667,34,2540.11499326639,6,82889.11,89590.5,85144.6875,86586.32,88412.4175,"Cyanoamino acid metabolism ","Midgut","ab","Metabolism of other amino acids",1.35686009666531
"48",63791.5816666667,8.5,12082.9879819777,6,40340.55,75159.28,64844.4975,66576.36,69016.3875,"Cyanoamino acid metabolism ","Midgut","c","Metabolism of other amino acids",1
"6",85941.5183333333,34.1666666666667,4442.3583211867,6,77757.43,89839.71,85197.355,86840.98,89000.6425,"Cyanoamino acid metabolism ","Midgut","ab","Metabolism of other amino acids",1.34722350642453
"72",68263.7033333333,9.33333333333333,8201.97428534781,6,59230.78,81578.42,62894.91,66416.94,72267.915,"Cyanoamino acid metabolism ","Midgut","c","Metabolism of other amino acids",1.07010520118525
"9",84757.6266666667,28.5,4351.84795655669,6,76403.99,88915.01,84765.24,86309.695,86345.135,"Cyanoamino acid metabolism ","Midgut","ab","Metabolism of other amino acids",1.32866476190471
"CK",84186.2333333333,30.1666666666667,6673.57847363067,6,71804.48,90472.39,83830.2575,84819.35,88480.79,"Cyanoamino acid metabolism ","Midgut","ab","Metabolism of other amino acids",1.31970757165477
"0",21450.5016666667,16.8333333333333,2017.29544805333,6,18941.01,23799.99,19705.05,22061.03,22705.4275,"D-Glutamine and D-glutamate metabolism ","Midgut","b","Metabolism of other amino acids",1
"12",22304.805,20.8333333333333,1861.98726543175,6,19776.39,24773.13,21184.5025,22205.18,23569.8,"D-Glutamine and D-glutamate metabolism ","Midgut","b","Metabolism of other amino acids",1.03982672977112
"24",27792.6666666667,21.3333333333333,15126.0640078226,6,14907.39,56445.83,19645.4875,22103.325,29803.2725,"D-Glutamine and D-glutamate metabolism ","Midgut","b","Metabolism of other amino acids",1.29566511303815
"3",21935.1833333333,19.6666666666667,1223.2718162153,6,20596.82,23690.84,21214.945,21473.395,22804.24,"D-Glutamine and D-glutamate metabolism ","Midgut","b","Metabolism of other amino acids",1.02259535344201
"48",53568.6483333333,44.8333333333333,13184.6883018681,6,27743.45,62597.79,53827.0975,58040.885,61435.005,"D-Glutamine and D-glutamate metabolism ","Midgut","a","Metabolism of other amino acids",2.4973144761727
"6",22107.4716666667,15.8333333333333,4531.6087299387,6,17866.58,30737.69,19847.25,20791.815,22391.355,"D-Glutamine and D-glutamate metabolism ","Midgut","b","Metabolism of other amino acids",1.03062725572619
"72",60412.8316666667,47.3333333333333,7330.17624440618,6,50809.19,71135.98,55946.335,59982.515,64470.015,"D-Glutamine and D-glutamate metabolism ","Midgut","a","Metabolism of other amino acids",2.81638315995873
"9",32090.5866666667,22,25892.0185173884,6,19395.3,84711.4,20342.5125,20973.375,25011.7275,"D-Glutamine and D-glutamate metabolism ","Midgut","b","Metabolism of other amino acids",1.49602965773683
