Enzyme_ID	CKmc1	CKmc2	CKmc3	CKmc4	CKmc5	CKmc6	0hmc1	0hmc2	0hmc3	0hmc4	0hmc5	0hmc7	12hmc1	12hmc2	12hmc3	12hmc4	12hmc5	12hmc6	48hmc1	48hmc2	48hmc3	48hmc4	48hmc5	48hmc6
E266	9	32	27	43	18	32	14	2	4	0	6	49	12	0	8	16	8	4	8	8	22	9	20	8
E267	1	3	1	2	3	3	0	0	0	0	0	3	0	0	0	0	0	0	1	1	1	1	5	1
E268	1	1	10	3	1	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
E269	2	4	5	15	1	8	0	1	0	0	0	23	0	0	0	0	3	0	4	3	10	5	10	4
E270	1	3	8	5	1	16	0	0	0	0	0	15	0	0	0	0	0	0	2	6	8	1	2	1
E271	1	3	4	1	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
E272	3	33	20	22	5	18	10	19	8	19	3	17	2	0	6	8	10	4	16	12	6	30	8	7
E273	4	6	14	6	0	11	0	0	0	0	0	14	0	0	2	0	7	0	1	9	5	1	4	1
E274	6	12	5	15	7	9	0	0	6	0	0	18	4	0	0	0	0	0	3	1	1	0	4	1
E275	15	22	44	11	12	18	0	0	16	21	0	35	3	0	0	11	23	2	29	21	9	16	12	11
E276	21	10	25	16	10	15	0	3	17	0	10	30	3	0	0	7	2	5	6	4	6	9	10	11
E277	1	13	18	15	0	14	0	0	0	0	0	10	0	0	9	0	1	0	4	2	2	2	2	1
E278	5	15	17	18	6	18	4	1	5	8	0	34	5	0	0	11	10	3	20	30	27	25	10	21
E279	2	6	2	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
E280	2	0	12	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	2	5	1	8	6	5
E281	6	20	14	10	5	16	3	3	3	1	2	29	9	19	1	9	3	5	13	8	8	5	9	22
E282	10	12	15	6	1	16	5	4	0	0	4	16	0	0	1	5	1	7	3	5	3	8	4	2
E283	57	65	96	64	61	50	27	17	23	43	15	138	20	1	6	21	16	20	25	25	11	41	21	20
E284	12	34	28	32	14	31	17	16	1	8	10	48	7	14	9	14	12	14	15	20	18	13	14	14
E285	6	4	10	15	2	17	0	0	0	0	0	36	0	0	0	2	13	0	6	17	4	2	6	5
E286	20	34	39	16	4	29	10	11	13	5	12	44	8	4	6	5	7	6	14	22	7	12	9	9
E287	22	28	34	27	35	25	0	0	14	0	0	32	0	0	11	0	3	0	12	10	9	16	16	5
E288	36	44	57	34	20	50	21	15	21	17	17	56	10	0	15	20	14	12	12	16	14	13	16	5
E289	18	42	12	9	16	21	6	4	1	0	1	42	0	0	7	7	7	7	14	10	14	17	19	19
E290	10	14	17	17	6	16	0	0	1	0	0	20	0	0	0	0	0	0	1	1	2	1	3	2
E291	14	10	19	10	6	7	0	0	0	0	0	18	4	0	0	0	0	0	3	2	4	1	1	1
E292	11	37	53	31	13	35	7	5	6	10	6	41	6	5	2	5	6	8	24	14	14	23	7	17
E293	3	1	4	4	6	6	0	3	0	0	0	5	0	0	1	2	10	0	4	5	2	4	10	9
E294	4	9	2	3	1	6	2	10	5	2	3	5	1	0	4	3	5	1	5	5	5	12	0	0
E295	13	43	53	36	15	37	9	15	1	4	8	52	4	6	12	8	11	2	19	11	18	27	16	18
E296	14	31	44	35	26	62	7	3	10	4	8	58	6	1	14	14	9	18	9	15	16	29	16	10
E297	1	1	2	1	6	8	0	1	0	0	0	10	0	0	0	0	0	0	2	3	5	3	0	0
E298	53	136	123	88	46	113	19	23	25	21	15	111	9	13	23	17	18	30	32	34	33	52	69	39
E299	5	3	1	4	1	3	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
E300	7	17	26	17	16	17	2	8	2	9	7	11	4	0	5	8	9	7	15	11	7	23	7	4
E301	6	22	30	11	3	28	5	7	11	0	0	35	1	3	4	7	2	3	9	12	7	5	18	9
E302	2	5	23	10	3	12	5	9	4	0	3	17	6	0	3	11	7	22	4	1	2	12	2	6
E303	12	60	33	42	16	43	14	9	10	11	14	65	10	25	6	19	18	15	30	20	41	31	17	20
E304	14	20	11	17	4	22	9	10	1	11	5	26	4	6	4	8	8	3	27	12	7	25	15	8
E305	1	3	2	2	9	4	0	0	0	0	0	2	0	0	0	3	0	0	12	4	3	3	2	5
E306	2	6	2	2	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
E307	15	12	15	12	5	14	8	5	0	0	7	5	8	5	9	4	2	2	0	11	0	0	1	0
E308	8	8	14	10	3	9	5	3	3	8	5	11	3	0	0	15	1	13	2	9	3	7	2	5
E309	3	5	8	8	0	6	0	0	0	0	0	12	0	0	0	0	3	0	2	1	1	1	1	2
E310	1	13	18	15	0	14	0	0	0	0	0	10	0	0	9	0	1	0	4	2	2	2	2	1
E311	1	12	9	4	6	15	5	2	1	18	4	20	5	0	0	4	10	7	7	3	4	8	5	1
E312	43	53	306	49	115	62	31	111	64	116	45	102	53	119	83	33	28	70	59	46	36	74	45	31
E313	4	1	1	3	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
E314	1	2	3	1	5	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
E315	34	97	71	48	34	77	14	10	14	6	10	99	23	12	18	7	41	12	43	25	32	63	74	30
E316	32	42	58	39	16	54	20	13	7	1	12	54	14	8	10	13	21	8	11	17	16	27	21	13
E317	6	7	12	2	4	8	2	1	0	0	5	8	3	5	8	2	3	2	0	0	0	1	0	0
E318	24	22	25	21	18	26	15	3	5	5	12	37	16	13	18	16	2	10	5	11	2	10	6	5
E319	5	16	22	13	0	20	1	8	0	0	1	23	0	7	11	3	1	2	0	6	1	0	0	0
E320	3	5	7	1	0	4	1	1	0	0	3	11	0	0	3	3	6	5	5	6	2	3	1	7
E321	2	1	1	2	2	3	0	0	1	0	0	2	0	0	0	0	0	0	4	2	2	5	2	2
E322	5	27	28	16	8	29	6	3	14	0	6	38	3	0	6	6	7	3	8	14	12	11	8	11
E323	12	24	51	20	10	27	14	9	2	4	17	36	10	8	30	22	17	17	9	10	17	15	13	8
E324	5	9	10	6	6	8	3	2	4	0	3	13	0	0	4	3	4	4	3	7	2	7	7	4
E325	1	4	2	10	0	14	0	0	0	0	0	15	0	0	0	1	0	0	12	0	0	0	0	0
E326	14	25	27	19	5	21	2	3	4	0	0	37	2	0	3	12	9	4	11	13	9	13	15	5
E327	2	7	6	4	0	9	0	0	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0
E328	7	33	16	17	10	27	7	6	5	7	4	44	3	0	2	5	10	2	11	10	23	17	32	13
E329	20	25	36	22	18	32	10	10	11	6	9	43	17	0	3	5	9	4	5	10	12	10	12	5
E330	1	3	5	6	1	18	0	0	0	0	0	4	0	0	0	1	7	0	6	5	3	3	3	3
E331	13	26	24	17	5	33	3	3	4	0	1	31	6	0	4	7	9	5	7	8	11	13	9	13
E332	30	90	85	76	28	88	23	24	15	9	16	101	10	15	8	17	14	26	34	38	42	43	31	19
E333	20	40	57	41	18	37	9	16	1	6	4	50	2	0	5	6	23	2	17	17	16	11	11	16
E334	13	32	30	38	19	19	6	7	7	4	4	43	2	0	7	10	14	6	24	25	23	20	24	8
E335	28	79	116	81	38	132	17	7	1	7	28	164	2	1	25	9	34	29	35	35	32	33	33	14
E336	17	49	53	38	10	44	8	8	4	11	9	52	5	0	27	5	9	3	17	29	11	18	30	10
E337	6	10	20	5	1	17	0	2	1	0	2	14	2	0	0	5	8	2	6	6	12	9	7	6
E338	19	45	50	20	21	56	17	25	5	9	9	41	6	0	16	10	14	20	22	15	24	23	32	13
E339	14	36	27	24	16	26	3	10	0	13	4	37	0	0	4	4	6	4	24	17	22	13	19	8
E340	9	29	42	12	3	20	26	27	2	2	23	39	16	0	25	28	9	11	18	18	12	23	12	13
E341	5	11	1	4	5	9	2	0	1	0	0	10	5	0	0	6	0	4	0	0	0	3	0	0
E342	5	6	1	3	5	9	2	0	1	0	0	7	5	0	0	6	0	4	0	0	0	3	0	0
E343	3	5	9	2	0	6	4	1	0	0	2	9	0	0	3	2	2	1	3	0	0	0	2	0
E344	2	16	9	17	2	12	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	7	0
E345	12	55	60	21	14	39	9	6	16	3	4	40	8	0	27	2	9	8	9	16	17	39	23	10
E346	51	81	156	60	51	58	56	139	17	65	30	118	7	60	42	9	24	37	76	48	19	90	70	23
E347	6	6	6	9	0	23	0	0	0	0	0	15	0	0	0	0	2	0	6	8	4	1	8	6
E348	9	20	22	16	3	20	6	8	5	0	3	30	1	0	0	5	9	1	3	8	11	4	13	5
E349	15	30	26	18	11	32	6	10	5	5	3	30	6	0	5	10	3	3	9	4	9	10	7	6
E350	4	1	4	1	0	3	0	3	0	0	0	12	0	0	0	2	1	0	4	6	1	1	1	5
E351	3	13	32	11	3	20	10	6	1	0	15	24	1	1	7	10	8	12	16	11	13	15	7	6
E352	8	12	21	11	2	15	5	5	2	15	5	27	8	12	1	11	20	7	20	24	14	12	18	14
E353	9	15	19	9	7	23	3	8	9	6	1	28	1	0	13	5	8	13	12	11	19	12	18	7
E354	24	43	42	35	26	38	10	8	3	8	19	63	5	10	3	15	11	10	28	16	14	23	19	14
E355	18	58	85	48	6	45	15	6	5	10	5	70	6	0	16	22	7	7	10	15	14	26	32	14
E356	17	10	14	19	4	22	2	3	1	0	2	27	2	0	1	5	5	4	18	18	6	5	6	7
E357	8	10	8	11	3	6	0	0	1	0	0	30	0	0	0	0	0	0	0	0	0	0	0	1
E358	8	15	12	3	3	6	0	0	0	0	0	5	0	0	0	0	5	1	7	6	12	7	13	7
E359	36	65	71	50	22	65	14	7	2	22	9	85	6	19	24	15	11	25	35	20	14	41	34	22
E360	1	6	1	8	0	12	0	0	0	0	0	12	0	0	0	0	0	0	2	4	5	1	2	2
E361	3	10	8	2	7	17	0	0	0	0	0	14	0	0	0	0	5	0	8	7	5	15	16	7
E362	2	6	7	5	0	12	2	6	0	0	3	10	0	0	2	1	2	2	0	0	0	0	2	0
E363	13	23	9	15	7	32	4	1	3	5	5	23	6	0	1	6	4	5	10	9	4	12	20	8
E364	13	26	43	18	6	26	8	8	14	4	3	32	2	0	6	4	10	5	14	12	7	8	22	7
E365	14	21	23	17	12	23	1	2	1	1	5	25	6	0	3	6	5	1	9	9	8	3	6	8
E366	9	5	30	12	2	15	0	0	0	0	0	21	0	0	0	0	6	0	17	7	12	6	13	4
E367	8	10	23	28	4	23	3	3	1	0	4	23	0	0	8	7	6	0	1	1	0	0	0	0
E368	1	8	6	6	9	10	0	0	0	0	0	13	0	0	0	3	1	0	5	4	1	2	3	1
E369	7	14	25	18	3	15	6	8	2	3	0	17	8	0	3	3	5	9	7	5	2	5	7	1
E370	9	16	40	19	10	27	11	1	1	2	8	30	2	0	13	7	7	1	13	6	13	15	8	6
E371	42	83	95	89	52	101	24	14	10	14	20	83	9	0	22	18	15	14	44	32	25	21	28	24
E372	5	7	32	3	7	8	0	0	0	0	0	8	0	0	0	0	6	0	6	6	14	5	8	10
E373	10	24	26	22	6	28	7	3	3	0	3	24	3	0	7	4	6	15	2	8	4	14	12	4
E374	2	3	3	0	0	6	0	0	0	0	0	4	0	0	0	0	2	0	4	1	1	3	3	3
E375	123	184	261	132	83	195	47	61	31	29	27	251	26	16	67	46	58	45	100	88	113	114	68	73
E376	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E377	7	14	9	33	2	22	0	1	0	0	0	34	0	0	0	0	10	0	7	1	12	12	9	1
E378	97	86	182	96	50	141	17	27	37	22	26	175	16	9	10	45	23	30	58	56	40	83	45	59
E379	13	21	38	17	15	32	12	6	8	0	3	29	4	0	5	3	5	5	8	17	12	8	17	14
E380	2	3	3	0	0	6	0	0	0	0	0	4	0	0	0	0	2	0	4	1	1	3	3	3
E381	5	12	4	3	1	8	0	2	0	0	0	6	0	1	0	0	4	0	3	2	5	10	16	3
E382	15	13	9	3	4	4	2	4	1	3	1	3	1	0	0	5	2	7	0	0	0	0	0	0
E383	7	21	40	11	18	28	4	6	3	0	4	46	0	4	4	2	34	10	12	9	9	18	16	6
E384	3	2	7	6	3	5	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
E385	7	6	5	4	5	7	0	0	0	0	0	14	0	0	0	0	4	0	2	4	3	2	7	1
E386	1	8	1	3	2	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
E387	1	8	4	2	2	4	11	5	0	0	0	3	0	0	2	3	2	8	0	0	0	0	0	0
E388	2	18	24	2	1	25	15	11	1	1	13	17	5	3	18	14	8	18	4	1	1	8	3	2
E389	4	9	34	6	10	13	11	7	1	9	7	16	8	0	13	11	12	9	12	4	4	6	11	10
E390	2	1	2	2	9	7	0	0	0	0	0	11	0	0	0	0	2	0	3	10	4	1	2	4
E391	6	17	54	2	11	11	6	23	3	0	5	15	1	2	18	5	6	5	2	8	4	2	3	10
E392	4	7	16	12	9	20	0	1	1	26	6	27	2	0	2	3	7	1	3	1	10	6	15	6
E393	18	24	35	13	12	32	26	4	9	4	6	51	8	4	12	13	26	5	18	26	18	27	17	15
E394	17	52	45	36	11	40	10	4	4	3	6	51	14	10	3	10	9	16	9	12	24	10	28	13
E395	12	23	63	17	13	31	10	6	3	4	13	21	3	0	9	10	12	2	10	6	10	14	17	12
E396	3	23	29	15	9	36	2	0	3	8	1	26	2	0	1	5	15	1	13	17	6	16	20	8
E397	9	42	20	41	11	46	11	8	15	2	4	67	4	10	2	11	8	17	20	10	8	20	23	9
E398	7	37	23	21	10	22	2	8	2	0	3	38	2	1	1	2	3	5	8	5	5	9	11	6
E399	16	17	23	17	8	19	13	1	1	7	3	21	3	0	2	4	6	4	9	10	9	16	12	13
E400	1	5	0	4	0	8	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0
E401	7	9	1	12	0	9	0	0	0	0	0	14	0	0	4	0	6	0	7	7	3	1	2	5
E402	4	20	15	13	5	17	5	5	8	8	7	15	4	0	2	7	13	1	7	15	7	10	5	4
E403	20	33	40	47	5	27	7	8	12	1	4	36	3	0	15	16	10	15	11	17	9	23	12	14
E404	21	76	41	31	12	62	28	23	21	10	19	52	4	6	25	22	7	31	23	35	8	25	26	11
E405	7	10	9	14	9	11	0	0	6	0	0	7	2	0	0	2	0	4	3	3	10	2	5	3
E406	2	11	6	6	2	4	0	0	9	0	0	6	2	0	0	1	3	2	0	1	2	5	0	4
E407	4	28	23	28	1	36	6	11	3	2	3	58	2	2	4	6	11	3	12	16	14	10	9	4
E408	2	10	5	6	5	8	0	0	1	0	0	17	0	0	0	0	12	0	2	2	2	1	9	1
E409	1	15	21	12	0	15	0	0	0	0	0	22	0	0	0	1	0	0	3	0	9	3	18	5
E410	7	16	27	18	6	10	0	0	1	0	0	19	0	0	0	0	1	0	2	8	10	7	12	3
E411	10	15	35	17	6	30	7	10	7	0	2	15	10	22	5	10	4	7	19	5	14	20	18	12
E412	2	4	3	3	2	9	7	0	3	13	1	3	10	0	2	14	8	2	0	0	0	16	1	0
E413	12	55	60	21	14	39	9	5	16	3	3	40	8	0	15	2	8	8	8	14	16	38	22	10
E414	6	19	20	4	8	14	3	7	2	8	9	20	3	0	19	3	12	2	9	5	11	19	8	7
E415	1	7	7	3	4	9	0	0	0	0	0	3	0	0	0	1	4	0	1	4	1	3	3	1
E416	1	2	19	5	16	8	2	2	2	6	3	16	5	0	3	10	8	2	6	4	3	18	16	7
E417	4	12	14	7	7	24	3	8	6	0	3	9	11	4	3	11	9	12	13	3	2	10	10	5
E418	2	12	13	11	7	16	4	1	1	3	5	15	8	0	1	10	4	1	6	7	8	13	18	17
E419	20	34	30	37	10	34	4	10	6	2	3	74	3	0	2	4	5	4	24	8	9	11	18	17
E420	9	20	22	27	8	48	1	3	1	3	4	63	5	0	0	3	16	1	16	11	7	25	22	11
E421	13	11	14	13	1	13	0	0	0	0	0	9	0	0	0	0	5	0	6	1	3	1	2	3
E422	6	3	3	7	5	6	0	0	0	0	0	3	0	0	0	0	0	0	13	2	17	3	2	6
E423	3	11	36	7	0	13	0	4	0	0	0	14	0	0	8	5	4	0	7	8	6	10	9	5
E424	63	86	116	64	51	114	15	53	12	11	29	120	18	31	27	31	29	19	50	53	39	55	59	36
E425	11	16	24	9	6	16	5	4	2	2	1	11	3	13	2	3	11	1	3	3	1	4	1	1
E426	113	178	180	118	104	167	45	77	58	26	38	215	25	20	65	51	59	51	99	77	63	116	78	75
E427	12	24	42	30	13	37	6	9	3	0	11	35	0	0	14	5	10	18	6	12	3	7	5	6
E428	31	60	69	36	17	40	10	13	20	11	11	48	7	2	15	19	9	5	18	9	14	14	21	8
E429	12	10	8	6	4	9	2	1	1	4	0	23	5	0	0	6	5	3	12	7	8	10	25	17
E430	19	21	30	23	6	27	1	5	3	1	7	25	8	0	3	11	1	5	16	4	6	7	8	4
E431	7	11	10	9	7	15	0	11	0	0	0	13	0	2	8	0	1	3	11	5	9	7	20	4
E432	42	85	71	68	24	68	14	16	4	7	8	88	9	1	2	16	19	8	17	19	14	21	16	19
E433	18	23	24	20	7	31	3	19	1	13	8	19	6	14	6	2	4	4	21	16	19	19	15	9
E434	46	73	71	44	18	72	9	12	6	7	6	94	5	2	13	8	11	10	36	20	27	34	26	30
E435	12	26	45	29	5	42	1	9	2	0	10	54	10	0	5	2	11	7	17	16	7	10	12	20
E436	20	38	44	43	15	52	13	10	17	1	14	64	2	0	4	9	12	12	15	19	14	21	16	15
E437	23	20	27	24	8	23	6	4	1	3	4	29	3	3	7	13	6	4	15	5	13	6	16	18
E438	25	20	26	23	11	19	5	8	5	11	1	32	4	0	3	5	7	6	8	5	3	11	11	6
E439	3	3	7	4	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
E440	23	51	58	28	18	38	12	18	6	5	12	57	8	3	7	12	20	18	22	19	16	25	17	12
E441	31	60	72	38	19	40	10	13	20	11	11	48	7	2	15	19	9	5	19	13	15	16	26	9
E442	4	1	2	0	0	7	0	0	0	0	0	10	0	0	3	0	0	0	5	1	3	11	2	8
E443	6	16	24	35	15	32	1	8	1	1	2	37	3	0	1	18	8	3	3	7	10	3	8	5
E444	1	16	11	7	4	7	0	0	0	0	0	23	0	0	0	0	0	0	2	5	2	3	1	1
E445	1	1	4	2	0	6	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
E446	2	6	6	16	0	8	0	11	0	0	0	14	0	0	0	0	0	0	6	1	4	7	7	3
E447	5	9	36	7	13	7	3	1	17	10	0	12	1	0	1	4	7	12	3	10	3	11	4	7
E448	2	2	3	3	6	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
E449	12	18	16	25	8	27	5	9	1	3	13	27	9	0	4	7	6	3	4	9	17	12	27	8
E450	6	9	0	2	0	2	0	0	0	0	0	1	0	0	0	0	4	0	3	6	2	4	1	1
E451	22	28	31	28	6	19	10	18	0	0	13	39	1	0	19	9	2	19	3	0	2	3	2	2
E452	2	18	30	16	2	29	3	5	4	3	7	12	1	0	3	4	7	4	11	6	6	6	3	9
E453	3	2	3	2	3	9	7	8	9	5	2	7	8	8	1	5	2	3	4	3	5	8	2	11
E454	2	2	11	8	1	8	0	1	1	17	5	13	3	0	0	4	3	1	1	3	3	2	7	4
E455	8	4	10	1	12	5	0	0	0	0	0	10	0	0	3	0	6	0	5	8	7	1	6	2
E456	1	1	1	4	0	2	0	0	0	0	0	2	12	0	0	0	0	0	1	1	6	10	3	1
E457	8	2	12	2	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
E458	1	5	4	13	2	10	0	0	0	0	0	19	0	0	0	3	4	0	1	1	1	4	7	1
E459	19	15	42	19	7	30	14	3	1	5	9	34	1	2	5	7	5	24	13	10	9	7	10	7
E460	8	12	29	15	9	17	13	2	3	7	4	44	2	0	2	9	7	7	8	4	11	17	5	9
E461	13	31	33	15	3	18	8	2	1	7	1	40	4	0	7	5	5	4	9	17	10	19	9	6
E462	3	2	5	10	1	3	6	2	1	0	6	15	2	5	11	5	3	3	6	1	1	1	1	2
E463	4	10	15	11	4	22	0	0	0	0	0	15	0	0	0	0	1	0	1	1	4	4	4	2
E464	30	55	93	39	11	62	9	9	9	6	3	48	9	0	12	16	13	18	25	12	18	37	18	16
E465	17	23	30	25	24	47	9	19	11	12	10	44	2	21	6	11	6	8	7	16	20	17	10	7
E466	3	21	18	11	4	18	11	2	2	0	3	14	0	1	13	11	4	12	0	0	0	0	0	0
E467	20	41	63	28	21	27	14	22	4	3	13	67	15	6	13	8	12	32	17	4	12	5	4	7
E468	6	37	36	10	9	18	7	14	5	4	7	26	9	7	5	18	11	11	16	12	7	12	24	13
E469	2	7	23	1	5	9	2	2	0	0	1	6	0	0	2	3	2	3	1	6	1	7	1	6
E470	79	93	119	111	33	148	12	11	20	5	14	196	12	0	13	12	19	7	55	48	44	67	53	53
E471	3	13	15	15	4	11	4	9	9	12	7	17	1	1	2	5	6	5	12	6	13	4	19	10
E472	29	50	45	38	11	54	6	8	3	2	9	63	3	0	8	9	11	10	11	16	17	24	26	7
E473	3	1	4	1	4	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
E474	10	14	17	17	6	16	0	0	1	0	0	20	0	0	0	0	0	0	1	1	2	1	3	2
E475	2	13	12	2	0	8	0	0	0	0	0	10	0	0	0	1	0	0	1	4	2	3	3	1
E476	9	9	7	31	2	34	0	0	0	0	0	21	1	0	0	0	0	0	5	3	16	5	16	4
E477	4	0	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
E478	2	2	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
E479	9	11	33	5	2	12	0	0	0	0	0	11	0	0	0	0	0	5	12	14	7	8	16	10
E480	6	2	18	4	0	12	1	14	0	4	0	5	0	0	10	0	1	10	7	1	10	11	12	1
E481	1	2	0	3	0	5	0	0	0	0	0	9	0	0	0	0	0	0	2	0	0	0	0	0
E482	10	28	18	19	11	28	8	9	7	1	8	35	2	1	7	6	22	10	8	17	24	14	10	11
E483	8	10	8	11	3	6	0	0	1	0	0	28	0	0	0	0	0	0	0	0	0	0	0	1
E484	52	164	106	111	51	146	9	21	29	2	4	160	8	9	10	7	11	17	34	31	38	36	41	23
E485	10	17	31	15	1	22	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	1
E486	18	27	31	22	17	44	12	6	11	9	2	42	7	0	14	7	3	12	12	7	12	15	11	6
E487	46	60	80	61	17	72	18	13	8	29	14	95	12	8	4	17	15	12	35	26	22	26	20	7
E488	39	77	77	61	50	75	14	17	6	7	4	85	4	13	13	9	19	10	42	38	19	18	22	12
E489	7	3	5	3	3	3	0	0	2	0	0	10	0	2	0	0	0	4	0	0	2	0	0	0
E490	67	108	129	63	38	84	28	37	15	23	21	110	19	8	28	18	28	21	38	33	30	39	42	16
E491	43	74	72	35	34	44	27	22	4	2	21	72	23	3	27	30	18	15	17	20	18	28	21	12
E492	24	19	24	15	16	12	2	0	2	1	1	32	1	0	0	3	6	5	19	27	17	21	20	13
E493	1	4	7	3	0	6	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0
E494	1	0	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E495	11	14	31	20	8	20	3	6	3	8	4	22	2	0	5	9	6	3	11	5	8	18	13	19
E496	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E497	18	29	22	18	4	25	4	7	1	0	3	19	5	6	4	7	3	2	6	7	6	13	13	7
E498	38	53	46	43	27	40	16	5	8	2	2	76	19	6	9	12	9	8	9	12	15	18	16	6
E499	10	18	18	17	12	33	2	4	1	5	8	27	1	0	7	4	10	9	18	8	8	12	17	5
E500	1	6	9	3	1	2	0	0	7	0	0	8	0	0	0	0	0	0	0	2	0	0	0	0
E501	13	9	9	11	2	17	4	0	8	0	0	19	4	3	0	2	1	3	1	1	2	4	1	1
E502	3	1	8	1	6	1	0	0	3	0	0	1	0	0	0	0	0	0	1	2	1	1	2	1
E503	28	57	55	33	24	47	22	19	9	11	18	50	8	4	13	29	16	10	15	15	26	30	19	13
E504	2	3	9	0	0	5	8	6	0	0	4	13	0	5	5	1	7	1	2	2	4	2	1	1
E505	11	29	37	32	3	28	6	9	1	3	6	34	12	1	9	19	6	6	22	17	7	30	13	11
E506	21	14	23	27	12	29	12	6	1	5	4	32	2	1	2	8	5	4	9	9	13	9	12	10
E507	25	50	42	31	19	40	5	9	1	2	10	66	5	0	19	11	14	11	11	10	21	17	17	16
E508	26	57	46	20	18	45	11	22	4	10	6	75	6	0	19	12	16	8	31	14	13	24	15	11
E509	10	11	24	21	6	17	6	10	1	2	8	37	15	7	14	8	12	10	6	6	9	17	6	7
E510	27	37	49	40	17	48	19	6	16	4	8	59	11	0	2	20	9	6	12	14	12	17	14	10
E511	5	1	15	19	2	9	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
E512	5	1	15	19	2	9	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
E513	36	46	60	41	20	42	5	23	6	6	13	93	7	2	18	10	15	14	20	23	32	23	18	21
E514	21	53	68	41	14	69	17	11	19	6	5	57	10	17	15	11	15	6	16	16	13	35	20	13
E515	41	50	52	48	21	74	18	19	11	22	14	94	10	4	6	9	11	18	37	24	33	30	15	20
E516	26	35	58	29	17	52	38	27	6	0	14	52	6	13	22	18	13	39	8	14	11	12	7	7
E517	28	44	42	51	16	58	10	16	5	27	21	79	7	7	11	12	15	28	21	17	24	54	36	12
E518	3	26	15	43	11	25	4	0	2	12	0	46	3	0	0	2	12	1	19	6	12	12	11	10
E519	10	20	40	22	4	24	9	6	1	6	6	13	1	13	10	4	4	2	5	9	7	14	22	5
E520	7	23	21	17	18	27	4	2	2	1	1	27	18	1	2	10	7	7	11	6	13	11	9	8
E521	2	4	7	11	6	13	0	0	0	0	0	12	0	0	0	3	2	0	3	2	2	1	1	2
E522	11	21	19	17	5	19	3	2	3	2	2	40	2	0	10	3	4	7	9	3	7	9	8	4
E523	51	72	135	66	44	100	29	45	33	4	38	101	32	12	39	29	27	57	32	28	25	30	26	30
E524	7	25	52	8	7	29	7	5	6	1	11	33	3	2	12	26	13	8	13	22	15	14	17	17
E525	12	45	39	45	12	48	20	6	3	18	7	43	1	8	11	2	4	10	20	13	14	20	18	22
E526	2	0	0	0	9	0	0	0	0	0	0	3	0	0	0	2	2	0	4	1	3	2	1	5
E527	1	6	9	11	0	5	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
E528	10	21	37	17	9	41	2	10	3	7	4	43	8	10	2	4	7	3	6	6	12	12	9	4
E529	5	2	35	30	0	21	3	1	1	0	0	29	0	0	0	2	0	0	4	6	1	4	4	0
E530	5	13	19	6	6	19	5	0	8	14	0	10	3	0	6	8	5	2	1	3	1	11	4	4
E531	7	11	17	7	3	6	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0
E532	4	2	5	0	0	7	8	3	0	1	6	7	1	1	2	4	1	2	9	1	0	0	0	1
E533	1	7	0	2	0	3	0	7	0	0	0	11	0	0	0	0	0	0	1	0	0	7	5	0
E534	6	8	11	3	3	9	3	17	0	0	10	9	0	4	3	7	2	0	10	4	5	3	4	5
E535	3	0	0	0	0	0	0	9	0	5	2	4	0	0	1	0	0	0	2	0	0	3	0	0
E536	6	5	8	2	1	15	2	8	11	7	0	7	5	0	2	2	1	5	9	11	4	6	3	5
