Enzyme_ID	CKmc1	CKmc2	CKmc3	CKmc4	CKmc5	CKmc6	0hmc1	0hmc2	0hmc3	0hmc4	0hmc5	0hmc7	12hmc1	12hmc2	12hmc3	12hmc4	12hmc5	12hmc6	48hmc1	48hmc2	48hmc3	48hmc4	48hmc5	48hmc6
E808	11	34	37	30	9	41	3	5	6	0	8	27	2	6	4	20	12	6	4	11	6	9	11	7
E809	17	11	16	19	3	12	2	1	0	0	2	26	0	0	1	4	3	8	0	0	0	0	0	0
E810	16	34	37	16	25	23	15	37	6	16	17	29	9	2	13	21	7	11	18	13	27	14	14	12
E811	14	33	54	26	21	45	20	10	2	0	10	70	0	0	16	15	13	9	14	18	12	22	15	22
E812	20	54	46	43	15	65	13	18	4	31	17	62	10	0	15	12	12	11	19	27	21	23	25	11
E813	7	26	27	1	5	23	17	25	5	9	26	5	2	7	22	21	3	22	0	0	0	0	0	0
E814	3	11	17	7	4	6	0	0	2	2	0	9	1	0	0	7	5	6	2	1	2	3	4	3
E815	7	10	4	1	9	1	0	0	4	0	0	10	0	0	0	0	0	0	3	2	1	3	1	2
E816	51	76	127	78	34	108	32	16	21	23	17	90	17	1	36	25	24	22	42	44	42	54	64	45
E817	10	7	16	18	7	20	2	0	3	10	8	32	4	0	0	21	14	2	12	6	16	10	6	9
E818	51	76	127	78	34	108	32	16	21	23	17	85	17	1	36	25	24	22	42	44	42	54	64	45
E819	1	2	9	2	0	5	3	4	0	7	7	6	0	2	6	4	1	1	3	0	0	0	0	0
E820	16	65	50	44	16	63	16	14	5	9	2	64	11	2	20	11	13	17	28	16	28	34	24	14
E821	1	6	3	0	0	0	2	4	0	0	3	4	1	0	3	1	2	0	0	0	0	0	0	0
E822	4	1	9	8	1	11	5	6	0	4	0	17	0	0	0	0	5	0	3	2	0	5	1	0
E823	16	20	14	6	6	7	11	9	1	5	2	3	4	7	3	5	11	6	0	0	0	0	0	0
E824	5	3	21	1	7	12	3	1	0	8	1	14	0	2	3	1	7	1	3	6	3	2	7	3
E825	1	4	5	4	1	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
E826	13	23	10	12	11	27	6	30	12	0	0	26	5	21	2	6	5	46	12	12	15	16	15	10
E827	13	16	27	20	12	34	2	28	0	5	0	32	0	4	7	1	7	0	32	12	10	23	14	10
E828	3	11	16	9	4	16	0	0	4	0	0	12	0	0	0	0	0	0	0	0	0	1	1	0
E829	10	9	23	10	9	23	4	0	2	6	2	29	14	0	0	3	14	2	19	12	14	15	20	19
E830	1	2	0	3	0	1	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
E831	7	8	15	5	5	4	0	0	0	0	0	10	0	0	0	0	0	0	6	1	7	3	10	4
E832	9	21	25	23	4	12	7	42	3	4	1	14	8	0	5	6	7	12	29	9	10	21	8	5
E833	1	1	3	8	0	8	0	0	0	0	0	17	0	0	0	0	0	0	6	1	1	3	2	1
E834	5	6	0	5	8	8	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
E835	14	31	30	19	12	27	12	2	7	4	2	23	20	1	8	14	4	7	12	14	12	16	12	18
E836	8	10	22	12	5	11	11	1	6	5	1	25	4	1	16	8	11	8	3	3	4	14	9	11
E837	11	15	11	9	2	6	0	2	1	0	2	12	1	2	0	3	0	1	3	4	3	9	8	3
E838	16	55	57	17	16	44	5	4	17	1	10	51	4	11	15	13	8	18	15	25	24	32	23	17
E839	9	6	11	6	1	2	0	6	2	1	2	13	1	0	0	4	4	1	2	0	1	3	0	0
E840	15	23	38	22	21	30	6	16	4	6	7	62	3	5	7	6	6	8	10	8	15	5	8	6
E841	2	15	15	13	5	25	6	5	2	11	2	27	3	0	2	8	6	2	9	8	7	3	17	8
E842	4	1	5	1	8	2	4	10	0	1	7	5	0	7	2	4	1	0	2	0	0	3	7	3
E843	26	36	49	18	14	28	16	31	4	11	7	33	3	0	13	16	14	11	14	24	16	20	17	12
E844	6	20	35	17	6	24	7	23	2	6	6	36	6	3	5	4	6	5	11	17	12	13	7	9
E845	8	34	20	27	11	25	11	1	2	4	2	38	4	14	3	4	5	5	8	12	9	19	7	9
E846	6	14	13	23	5	21	9	12	16	6	4	33	1	2	4	10	7	7	12	14	2	8	3	2
E847	8	15	20	9	8	14	8	23	3	0	2	10	3	0	9	8	2	3	0	0	0	0	0	0
E848	6	10	7	3	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
E849	13	9	19	26	5	27	3	4	8	7	3	53	5	0	0	3	11	3	6	6	8	7	4	6
E850	14	14	18	10	8	14	5	7	10	8	2	16	1	0	3	3	7	12	7	9	2	7	9	2
E851	1	8	1	0	6	2	2	5	3	0	2	1	0	2	2	2	2	6	0	0	0	0	0	0
E852	12	22	12	8	6	7	3	7	5	0	1	33	0	0	2	1	2	7	4	2	4	4	5	6
E853	3	1	1	8	0	12	0	0	0	0	0	14	0	0	0	0	9	0	3	2	2	9	6	1
E854	1	4	0	2	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0
E855	4	16	18	22	5	11	7	2	0	0	5	16	0	0	5	5	7	9	14	23	5	14	6	6
E856	2	3	4	5	0	8	0	1	0	0	0	11	0	0	3	0	1	0	1	7	1	3	4	2
E857	1	2	3	3	1	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
E858	4	5	8	6	22	7	4	6	0	0	2	10	0	22	3	1	1	3	7	9	5	6	1	1
E859	5	2	12	1	0	12	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
E860	15	31	50	35	32	40	10	5	5	3	12	48	9	0	14	10	16	13	12	13	15	24	15	9
E861	5	14	18	12	17	23	2	4	2	5	8	11	2	0	2	10	7	2	2	4	4	11	7	5
E862	5	26	28	8	3	18	3	3	2	13	7	32	1	7	0	3	1	3	7	1	8	11	8	2
E863	5	3	3	5	1	6	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
E864	5	1	3	2	1	3	2	5	0	0	0	1	0	0	5	2	1	1	0	5	6	3	0	1
E865	8	19	20	6	2	11	6	2	1	2	1	13	4	0	2	1	9	2	6	6	6	10	11	11
E866	39	38	99	46	14	50	10	2	4	0	4	93	0	8	2	3	3	9	11	9	9	6	6	9
E867	23	39	39	20	20	33	7	11	7	6	8	57	2	12	8	12	10	8	9	10	9	22	14	8
E868	20	39	34	36	24	55	2	2	13	0	1	38	4	0	8	2	7	9	11	11	16	12	12	5
E869	21	41	36	21	13	35	6	6	6	19	4	32	15	10	4	6	4	10	9	3	24	25	18	6
E870	9	14	17	14	4	18	0	2	2	2	0	22	2	0	0	4	1	3	1	0	1	6	0	1
E871	20	25	36	22	18	32	10	10	11	6	9	43	17	0	3	5	9	4	5	10	12	10	12	5
E872	34	40	57	38	16	48	12	16	13	15	8	50	21	0	10	17	34	15	30	29	24	29	16	25
E873	11	22	22	16	16	29	3	6	5	9	7	26	3	0	3	3	3	1	11	11	6	18	11	5
E874	8	8	5	11	0	12	0	0	0	0	0	17	0	0	2	0	1	0	2	8	2	2	2	2
E875	29	34	40	45	26	48	4	4	2	3	5	49	4	1	5	14	11	11	13	19	9	18	7	9
E876	9	22	28	17	5	17	2	5	9	0	2	24	1	8	3	8	5	2	8	10	9	17	7	9
E877	1	4	3	4	3	3	0	0	3	0	0	5	0	0	0	0	4	0	4	6	6	8	3	6
E878	107	182	235	109	114	179	37	50	34	27	65	204	32	10	53	45	64	61	76	60	90	121	68	77
E879	4	3	9	3	0	2	0	0	0	0	0	10	0	0	0	0	0	0	2	1	3	2	2	0
E880	3	35	31	26	20	26	17	9	3	7	10	38	2	2	16	9	10	19	9	10	7	19	14	10
E881	11	42	40	26	13	16	5	4	3	13	2	27	1	0	13	7	2	20	12	10	18	7	10	10
E882	11	42	40	26	13	16	5	4	3	13	2	27	1	0	13	7	2	20	12	10	18	7	10	10
E883	18	21	32	21	13	48	11	9	5	0	8	62	7	0	11	12	3	6	11	10	11	22	12	11
E884	12	40	37	11	17	44	21	12	4	15	21	27	5	4	13	13	9	11	20	16	28	26	25	15
E885	26	43	45	29	22	63	10	7	10	5	15	65	4	8	10	15	23	9	30	14	27	19	23	31
E886	12	21	22	15	11	34	4	3	1	5	4	16	2	0	2	7	7	6	8	9	16	5	12	3
E887	9	12	6	11	5	13	1	7	1	4	2	13	1	0	0	2	0	1	8	5	7	10	3	2
E888	6	5	8	7	17	12	7	4	1	0	1	11	0	5	4	3	5	4	0	4	0	0	0	0
E889	20	37	35	35	17	33	6	7	4	3	6	46	1	0	6	10	12	10	30	25	18	19	23	11
E890	11	20	17	13	8	15	4	21	10	7	3	19	6	0	4	2	8	5	7	10	7	16	19	13
E891	38	77	108	59	49	106	23	23	12	31	24	99	23	13	16	21	26	36	57	32	41	41	24	19
E892	6	7	12	2	4	8	2	1	0	0	5	8	3	5	8	2	3	2	0	0	0	1	0	0
E893	13	20	29	12	7	12	4	6	2	9	7	31	10	0	6	3	5	7	7	7	5	18	13	5
E894	1	1	11	4	0	5	0	0	0	0	0	4	0	0	0	1	2	0	3	6	3	1	11	1
E895	3	24	28	23	9	21	2	7	4	3	4	39	1	15	1	4	10	6	9	7	16	10	20	21
E896	22	45	16	20	20	18	2	13	1	3	2	41	3	0	3	9	7	6	4	5	3	11	8	2
E897	9	14	13	16	3	10	0	3	1	9	1	17	6	0	6	7	1	2	9	8	11	11	11	6
E898	17	25	21	15	16	9	5	19	12	9	3	19	8	0	15	2	10	3	9	6	4	10	17	5
E899	23	53	43	35	22	30	16	13	2	1	5	46	8	1	16	12	20	8	11	14	13	15	20	15
E900	1	13	21	8	3	14	3	4	7	1	1	17	1	6	3	6	3	9	5	1	6	10	10	3
E901	19	51	51	48	26	71	10	5	12	6	4	85	18	5	5	7	14	11	18	9	16	17	25	19
E902	13	6	16	9	18	7	0	0	12	0	0	11	3	0	0	0	0	0	1	1	2	1	1	1
E903	25	77	56	47	33	44	24	28	4	11	11	51	15	11	23	19	22	12	15	15	18	24	28	19
E904	2	1	7	6	2	7	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
E905	3	2	13	5	1	10	0	6	0	3	0	14	0	0	0	0	4	0	13	10	4	15	2	1
E906	21	28	45	11	13	30	5	9	3	5	11	19	13	0	10	8	9	28	7	17	10	14	12	5
E907	17	23	30	25	24	47	9	13	11	12	10	44	2	11	6	11	6	8	7	16	17	15	10	7
E908	6	21	8	7	2	6	1	3	5	8	3	11	1	10	12	6	10	10	0	0	0	5	0	2
E909	4	4	9	8	0	8	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	0
E910	6	27	18	18	6	50	2	8	13	7	7	29	2	0	5	6	7	13	8	6	14	10	18	11
E911	4	2	4	1	0	6	0	2	0	0	0	4	0	0	0	0	1	0	1	6	1	1	2	1
E912	15	18	43	18	14	29	1	3	1	2	5	21	6	0	3	12	7	3	12	9	25	4	8	6
E913	11	9	0	21	0	10	0	0	2	0	0	9	0	0	0	0	4	0	1	4	3	2	1	1
E914	7	5	16	5	5	7	2	3	0	0	1	23	0	0	3	5	1	3	9	8	14	9	7	6
E915	28	32	26	30	11	48	16	6	2	6	10	43	2	0	13	12	15	10	13	11	10	27	20	10
E916	17	35	41	24	6	48	4	10	14	1	5	37	2	0	13	5	8	7	14	12	13	15	18	9
E917	16	44	25	33	9	30	4	17	2	1	11	27	6	4	5	3	2	5	8	11	13	35	14	12
E918	12	22	31	11	17	20	16	18	4	0	12	17	0	7	17	11	4	18	2	2	3	5	3	2
E919	11	19	35	20	12	27	5	5	7	6	6	38	3	3	1	8	3	3	6	8	11	9	6	7
E920	19	28	29	25	14	47	1	5	5	4	2	34	6	1	5	11	6	4	12	15	19	16	15	13
E921	8	31	26	24	17	41	5	4	8	1	5	33	1	5	11	3	2	2	14	13	9	10	8	7
E922	18	17	33	16	6	27	6	10	16	2	9	18	2	0	1	13	4	10	7	6	7	7	6	15
E923	15	6	0	8	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0
E924	11	7	10	15	8	12	10	7	4	3	4	17	6	5	3	8	3	7	3	5	14	7	2	1
E925	3	29	35	19	1	30	1	8	9	5	2	36	5	2	7	3	2	5	18	13	15	15	18	4
E926	3	0	10	7	0	11	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
E927	13	21	33	24	13	30	4	7	1	5	5	34	7	0	2	8	2	11	16	9	12	11	12	10
E928	8	3	11	2	3	6	0	0	0	0	0	9	0	0	0	0	0	0	0	2	0	0	0	1
E929	6	20	31	23	6	31	5	1	7	1	2	51	2	0	4	6	10	7	15	17	12	21	14	7
E930	4	3	3	3	4	4	4	3	2	5	0	3	1	0	0	6	1	3	7	3	4	17	3	5
E931	12	31	38	35	11	53	9	8	2	8	8	48	9	0	7	9	29	4	29	18	11	27	17	11
E932	6	27	40	24	8	30	5	5	1	4	13	39	3	0	12	4	5	10	7	8	11	22	12	16
E933	1	3	3	1	1	2	2	3	1	0	4	3	0	0	0	1	2	4	3	1	2	1	7	3
E934	23	40	54	38	14	46	13	15	4	13	13	46	11	0	15	15	19	18	12	12	18	7	23	24
E935	11	16	22	22	2	22	0	0	2	0	1	32	3	0	0	4	3	2	4	8	10	5	1	4
E936	4	8	6	16	7	8	4	1	0	0	9	13	0	0	3	3	1	3	5	2	1	8	0	5
E937	23	12	16	11	7	10	3	21	6	1	6	22	4	0	5	7	8	4	6	5	2	4	6	5
E938	3	6	4	3	3	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
E939	14	20	15	3	6	12	3	0	5	0	0	10	5	0	0	1	5	0	16	6	3	8	18	3
E940	8	10	8	7	3	3	0	0	7	0	4	12	8	0	0	2	6	1	5	2	8	9	6	1
E941	3	4	14	3	11	16	18	11	0	1	8	12	0	15	13	3	8	4	0	0	0	0	0	0
E942	10	10	24	6	3	6	0	0	0	0	0	10	0	0	0	0	0	3	0	0	0	0	0	0
E943	7	12	15	18	6	17	0	0	1	17	0	15	2	0	0	3	2	6	9	5	6	10	10	3
E944	8	16	40	23	5	17	3	2	4	1	3	23	3	6	2	6	5	9	7	4	9	7	14	23
E945	10	14	19	7	2	8	0	0	1	0	0	11	0	0	2	1	1	0	8	5	4	4	6	4
E946	1	0	0	12	6	12	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
E947	7	10	10	11	2	25	6	3	0	0	3	11	0	0	27	5	9	14	10	6	7	3	11	14
E948	2	3	3	25	0	18	0	0	0	0	0	5	0	0	0	0	0	0	27	20	21	26	15	19
E949	1	11	4	5	3	4	2	8	3	3	0	4	1	0	0	7	2	1	0	2	7	11	5	0
E950	1	9	3	19	0	3	0	6	0	0	0	12	0	0	2	0	0	4	3	3	0	2	5	4
E951	13	18	35	12	17	15	7	4	3	3	7	23	9	0	1	6	10	8	9	8	6	16	4	7
E952	4	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E953	1	2	9	6	1	10	0	0	0	0	0	9	0	0	0	0	0	0	2	3	2	4	9	3
E954	2	3	3	25	0	18	0	0	0	0	0	5	0	0	0	0	0	0	27	20	21	26	15	19
E955	9	10	8	14	9	20	2	2	3	2	7	11	2	0	1	6	3	11	7	14	8	11	8	4
E956	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E957	13	33	49	7	0	23	11	5	0	3	8	21	0	4	4	9	5	10	14	15	9	23	21	8
E958	31	38	25	33	19	37	16	10	20	8	16	52	17	1	14	23	13	25	22	14	25	20	18	24
E959	51	70	94	52	28	68	26	27	6	10	28	85	15	9	43	19	22	21	28	18	17	33	40	36
E960	1	6	10	5	0	7	4	2	0	0	2	11	0	0	7	3	2	1	2	2	1	0	0	3
E961	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E962	1	4	1	9	1	12	2	4	1	2	0	10	2	0	0	4	0	1	2	0	2	1	1	0
E963	46	71	83	67	22	88	21	22	6	21	12	132	7	7	25	34	29	19	41	25	30	47	37	50
E964	13	23	44	25	22	26	17	16	3	17	16	23	6	11	11	15	8	11	9	3	28	12	3	4
E965	13	30	25	14	11	26	3	2	6	3	4	29	7	5	2	10	5	7	7	3	10	6	8	11
E966	18	26	23	19	26	18	0	0	4	0	0	23	0	0	0	0	1	0	20	8	5	14	22	7
E967	35	82	118	70	31	72	36	19	15	8	41	97	7	9	24	27	29	26	23	19	24	24	21	14
E968	50	104	123	71	37	101	18	22	8	16	27	114	28	27	26	15	16	31	53	41	39	31	42	36
E969	42	67	66	38	28	59	17	21	8	12	14	66	9	3	8	20	17	12	18	16	19	25	25	22
E970	2	8	8	3	7	2	0	0	1	0	1	7	0	0	0	0	0	0	2	5	2	7	25	6
E971	55	160	203	103	59	156	65	60	23	31	42	183	26	25	60	58	55	70	64	58	40	68	55	44
E972	23	26	23	19	23	47	7	2	6	10	2	42	3	9	6	10	5	6	18	16	9	10	15	16
E973	16	38	35	19	9	28	8	9	13	0	7	50	7	2	17	8	7	18	15	11	11	10	9	7
E974	18	35	43	16	3	40	12	20	8	2	6	55	7	1	8	9	13	18	22	10	9	20	14	5
E975	9	24	25	23	9	25	7	10	1	8	0	32	6	4	4	5	10	9	8	19	8	12	7	9
E976	19	34	33	38	9	28	7	7	6	17	16	63	20	2	6	7	20	12	30	23	19	44	13	17
E977	14	23	47	20	1	23	13	40	4	0	7	38	1	2	16	4	11	11	5	5	16	7	12	3
E978	9	21	31	11	6	20	7	2	1	9	6	23	3	0	2	11	12	10	7	2	4	4	3	4
E979	9	27	36	14	2	21	3	3	4	2	4	51	2	2	2	2	2	21	5	3	10	8	6	7
E980	7	5	5	10	0	4	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	6	0
E981	23	41	49	19	21	31	13	10	1	8	8	36	1	9	8	12	9	13	14	11	17	28	25	8
E982	8	19	10	7	4	19	5	13	0	15	8	27	1	1	16	6	3	9	2	7	5	19	4	8
E983	6	3	9	6	0	15	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	5	0	0
E984	8	40	42	36	8	43	9	8	4	9	9	63	3	3	3	13	8	9	14	14	17	15	15	11
E985	13	12	20	13	1	7	0	5	1	5	0	7	9	0	0	6	1	1	4	4	2	5	2	3
E986	15	11	31	14	8	15	0	1	0	0	0	42	0	0	0	0	10	0	20	8	7	10	15	11
E987	15	11	31	14	8	15	0	1	0	0	0	42	0	0	0	0	10	0	20	8	7	8	15	11
E988	16	34	62	34	21	31	7	2	13	11	7	63	12	0	4	10	10	2	8	7	19	8	8	11
E989	21	43	57	53	18	65	19	18	6	11	14	57	35	29	22	22	17	21	41	15	20	32	18	16
E990	22	69	68	59	18	64	18	13	6	12	13	83	7	10	13	29	19	16	30	24	19	23	42	12
E991	30	52	66	37	25	47	15	12	14	2	12	61	8	5	12	15	17	18	12	23	17	25	27	23
E992	12	47	44	35	14	27	7	12	12	10	10	43	8	11	14	19	13	11	30	24	13	23	16	18
E993	12	35	46	34	9	37	6	7	13	19	3	47	6	0	3	9	6	10	29	19	10	21	16	18
E994	11	30	28	6	1	27	7	12	15	13	10	29	4	0	3	12	7	5	18	20	13	22	13	16
E995	17	40	27	30	7	32	10	15	4	26	2	35	2	0	8	5	9	4	12	18	14	21	13	8
E996	17	54	39	24	22	49	7	24	5	13	5	39	5	2	8	6	14	6	15	8	13	17	17	11
E997	19	22	26	19	7	43	12	6	3	5	3	39	1	0	7	7	5	5	5	6	11	12	13	5
E998	3	10	36	36	0	51	0	0	2	0	0	39	0	0	0	0	1	0	0	0	0	0	0	0
E999	3	8	9	14	5	17	2	0	4	7	0	15	1	0	0	5	2	3	1	3	2	8	0	0
E1000	3	10	20	12	4	9	1	5	1	11	7	22	9	11	5	5	2	2	9	3	3	10	4	5
E1001	14	42	50	22	8	37	5	6	10	8	7	32	5	20	14	11	11	5	11	13	15	20	15	12
E1002	7	14	9	33	2	22	0	1	0	0	0	34	0	0	0	0	10	0	7	1	12	12	9	1
E1003	9	20	22	27	8	48	1	3	1	3	4	63	5	0	0	3	16	1	16	11	7	25	22	11
E1004	2	11	10	3	5	7	6	11	4	0	16	11	0	0	15	6	4	14	5	0	0	0	0	0
E1005	11	14	21	16	7	16	6	4	1	8	2	29	5	11	6	8	7	3	9	11	9	14	7	9
E1006	7	3	2	1	3	4	0	0	0	0	0	3	0	0	0	1	5	0	9	5	5	8	2	2
E1007	3	11	36	7	0	13	0	4	0	0	0	14	0	0	8	5	4	0	7	8	6	10	9	5
E1008	4	6	14	7	0	5	3	3	0	0	2	13	0	0	3	12	6	3	2	7	5	3	6	4
E1009	8	33	11	17	6	23	5	7	8	4	8	30	6	0	5	3	5	5	12	3	18	11	13	6
E1010	15	11	31	14	8	15	0	1	0	0	0	42	0	0	0	0	10	0	20	8	7	8	15	11
E1011	10	26	30	25	14	30	6	7	1	0	4	28	5	0	9	5	6	4	12	14	12	13	7	4
E1012	43	79	67	48	35	71	9	29	2	30	12	70	22	26	9	18	19	17	66	22	45	30	42	30
E1013	17	40	49	29	12	47	7	8	6	1	5	35	4	10	5	10	5	19	14	7	9	8	22	8
E1014	1	6	6	5	3	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
E1015	44	59	58	37	32	63	26	30	8	6	20	82	15	16	29	23	11	30	8	8	14	21	23	16
E1016	4	5	0	13	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
E1017	1	2	0	8	0	6	0	2	0	0	0	14	0	0	0	0	0	1	0	0	6	3	3	1
E1018	16	23	9	29	8	17	4	0	2	4	0	38	1	0	0	8	2	2	3	4	6	7	0	2
E1019	4	13	4	2	2	19	9	4	0	0	11	12	2	0	21	7	4	6	0	0	0	0	0	0
E1020	3	3	8	3	0	2	0	0	0	0	0	9	0	0	0	0	0	0	4	3	3	3	7	1
E1021	7	15	39	10	7	27	10	11	14	15	8	18	8	4	5	19	11	5	12	15	8	17	7	8
E1022	4	16	15	13	3	23	9	10	0	0	16	35	0	0	16	7	8	3	2	2	3	2	1	2
E1023	8	15	12	3	3	6	0	0	0	0	0	5	0	0	0	0	5	1	7	6	12	7	13	7
E1024	11	25	20	12	10	23	9	7	4	0	2	27	3	1	3	3	3	4	6	6	14	9	9	3
E1025	13	22	33	16	7	22	6	13	1	3	7	31	4	0	3	7	3	2	25	15	12	12	7	12
E1026	3	0	6	3	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
E1027	25	41	66	32	11	48	11	22	14	13	8	77	10	3	10	11	12	11	13	19	17	25	20	25
E1028	14	29	45	14	8	11	12	8	2	0	4	18	4	0	8	12	14	9	9	8	8	25	18	7
E1029	17	43	53	48	10	50	2	7	1	2	3	44	1	0	9	3	6	1	14	10	19	15	6	7
E1030	17	32	56	25	8	26	7	17	4	15	5	46	3	0	2	10	5	5	12	12	7	31	10	3
E1031	21	49	45	20	25	37	13	13	17	12	14	72	16	5	13	24	19	27	13	19	20	27	21	18
E1032	8	11	13	12	2	16	5	6	1	2	4	15	4	0	4	4	6	13	6	1	1	5	4	1
E1033	14	39	43	36	14	43	5	2	2	4	7	37	2	3	13	16	11	11	8	12	20	11	20	12
E1034	32	36	49	29	17	40	7	2	16	16	2	62	10	0	8	8	8	15	12	6	7	10	11	5
E1035	45	73	122	55	16	94	18	30	5	23	25	93	7	9	25	13	26	17	38	25	28	58	49	23
E1036	4	18	6	15	0	29	0	0	0	0	0	26	0	0	0	0	0	2	1	0	3	0	0	0
E1037	12	45	35	22	12	31	6	5	1	5	3	32	6	9	21	3	2	5	10	12	14	11	16	5
E1038	20	16	27	28	8	29	5	6	3	5	4	21	7	0	7	6	15	10	18	19	9	6	16	11
E1039	7	4	4	18	6	20	0	0	2	0	0	10	0	0	0	0	0	0	0	0	1	0	0	0
E1040	20	22	39	20	7	30	2	4	1	8	10	27	4	1	8	14	4	1	15	13	16	9	13	9
E1041	10	12	13	8	7	13	3	1	1	2	0	11	1	0	0	3	1	1	3	2	6	6	12	6
E1042	15	22	27	13	12	24	6	0	3	6	1	28	3	6	0	11	7	5	8	9	16	6	5	13
E1043	23	35	55	43	17	63	23	50	9	2	23	87	7	0	45	27	9	25	0	6	2	1	0	0
E1044	23	17	22	12	9	18	2	11	2	4	6	53	9	0	3	10	7	5	7	3	4	11	6	11
E1045	3	11	7	6	1	4	1	1	3	3	3	6	1	0	0	1	4	4	1	4	1	5	5	2
E1046	22	24	37	44	32	37	0	0	0	0	0	59	0	0	10	4	12	1	7	12	9	10	6	10
E1047	16	40	27	15	13	38	3	10	2	1	6	53	3	0	7	9	8	10	13	10	8	17	18	9
E1048	2	6	8	4	1	5	0	0	6	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0
E1049	14	25	37	36	19	27	4	4	2	5	1	30	9	0	6	3	3	4	6	7	5	6	11	8
E1050	4	17	9	9	4	11	4	14	2	0	9	38	1	2	5	5	11	14	10	13	7	6	0	3
E1051	34	68	65	75	35	72	17	7	5	36	13	104	13	29	8	16	26	15	33	33	32	57	40	36
E1052	5	11	6	10	7	8	5	1	3	0	3	13	8	0	3	6	9	3	2	4	6	2	4	0
E1053	28	60	70	38	29	40	12	6	9	16	9	52	8	0	9	18	18	22	25	23	19	21	33	21
E1054	8	18	43	19	12	36	6	8	7	1	23	24	4	0	24	7	3	11	10	7	5	9	4	6
E1055	3	6	16	17	2	6	3	9	1	5	0	20	1	3	4	2	3	2	1	6	2	15	0	3
E1056	6	4	7	3	1	3	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	1	1
E1057	15	53	26	43	21	38	12	3	11	4	3	65	6	0	4	10	12	9	19	31	12	20	27	17
E1058	3	12	6	9	1	13	0	0	0	0	0	14	0	0	1	0	0	0	6	1	4	3	2	1
E1059	27	41	20	28	17	30	3	6	1	2	4	43	1	0	7	7	9	11	13	8	11	13	14	13
E1060	28	44	51	37	34	75	10	12	6	9	9	52	7	9	12	24	8	11	33	19	22	28	20	18
E1061	5	9	4	6	0	10	0	0	0	0	0	9	0	0	0	0	4	0	3	6	3	1	3	1
E1062	12	26	6	10	3	13	0	4	2	1	1	12	1	0	1	1	4	1	8	10	4	6	16	4
E1063	23	38	32	30	14	34	4	6	16	19	7	29	15	0	5	10	8	20	18	16	10	26	4	19
E1064	4	23	24	13	7	11	0	0	6	0	0	14	0	0	0	0	0	0	3	7	5	6	1	1
E1065	8	13	18	7	4	18	3	5	3	8	2	16	3	5	17	9	8	4	8	6	6	15	8	6
E1066	3	1	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
E1067	5	12	20	7	3	7	0	0	1	4	2	14	2	0	0	2	1	3	16	4	3	3	3	14
E1068	26	27	32	20	12	31	5	5	9	6	4	40	4	8	17	6	7	10	13	6	9	12	21	7
E1069	1	1	5	14	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	1	0
E1070	2	13	7	11	3	8	0	0	0	0	0	13	0	0	0	0	0	1	0	0	0	2	0	0
E1071	4	22	14	18	4	18	4	7	8	4	2	33	1	0	7	6	5	4	9	6	17	11	12	6
E1072	9	5	14	20	6	17	0	0	0	0	0	25	2	0	0	0	0	0	2	0	5	3	0	0
E1073	15	24	34	22	15	44	3	14	8	11	2	35	4	0	4	11	6	18	13	10	9	14	8	8
E1074	6	23	23	22	4	36	6	12	6	1	8	25	1	0	7	3	4	1	16	9	15	14	7	3
E1075	5	19	23	7	5	18	2	7	0	0	11	16	5	0	4	2	4	8	7	14	12	15	15	4
E1076	34	68	65	75	35	72	17	7	5	36	13	104	13	29	8	16	26	15	29	33	29	57	39	36
