"","Var1","Var2","value","tissue","time"
"3226","48hhc2","48hhc6",0.810261707988981,"Hindgut","48"
"3325","48hhc3","48hhc6",0.245092975206612,"Hindgut","48"
"3425","48hhc4","48hhc6",0.381140955004591,"Hindgut","48"
"3525","48hhc5","48hhc6",0.490013774104683,"Hindgut","48"
"293","72hhc2","72hhc1",0.314594811753903,"Hindgut","72"
"373","72hhc3","72hhc1",0.351670110192837,"Hindgut","72"
"426","72hhc4","72hhc1",0.209739439853076,"Hindgut","72"
"526","72hhc5","72hhc1",0.229051882460973,"Hindgut","72"
"626","72hhc6","72hhc1",0.52037419651056,"Hindgut","72"
"726","72hhc1","72hhc2",0.314594811753903,"Hindgut","72"
"926","72hhc3","72hhc2",0.263888888888889,"Hindgut","72"
"1026","72hhc4","72hhc2",0.281795224977043,"Hindgut","72"
"1126","72hhc5","72hhc2",0.253988751147842,"Hindgut","72"
"1226","72hhc6","72hhc2",0.441660927456382,"Hindgut","72"
"1326","72hhc1","72hhc3",0.351670110192837,"Hindgut","72"
"1426","72hhc2","72hhc3",0.263888888888889,"Hindgut","72"
"1626","72hhc4","72hhc3",0.300562442607897,"Hindgut","72"
"1726","72hhc5","72hhc3",0.226612718089991,"Hindgut","72"
"1826","72hhc6","72hhc3",0.433626033057851,"Hindgut","72"
"1926","72hhc1","72hhc4",0.209739439853076,"Hindgut","72"
"2026","72hhc2","72hhc4",0.281795224977043,"Hindgut","72"
"2129","72hhc3","72hhc4",0.300562442607897,"Hindgut","72"
"2326","72hhc5","72hhc4",0.156737832874197,"Hindgut","72"
"2426","72hhc6","72hhc4",0.462063820018365,"Hindgut","72"
"2526","72hhc1","72hhc5",0.229051882460973,"Hindgut","72"
"2626","72hhc2","72hhc5",0.253988751147842,"Hindgut","72"
"2726","72hhc3","72hhc5",0.226612718089991,"Hindgut","72"
"2826","72hhc4","72hhc5",0.156737832874197,"Hindgut","72"
"3026","72hhc6","72hhc5",0.445534894398531,"Hindgut","72"
"3128","72hhc1","72hhc6",0.52037419651056,"Hindgut","72"
"3227","72hhc2","72hhc6",0.441660927456382,"Hindgut","72"
"3326","72hhc3","72hhc6",0.433626033057851,"Hindgut","72"
"3426","72hhc4","72hhc6",0.462063820018365,"Hindgut","72"
"3526","72hhc5","72hhc6",0.445534894398531,"Hindgut","72"
