"Group.1","x"
1,0.1875
2,0.204166666666667
3,0.154166666666667
5,0.1125
7,0.1
11,0.108333333333333
16,0.1
24,0.0958333333333333
36,0.0916666666666667
53,0.108333333333333
80,0.129166666666667
120,0.1375
180,0.158333333333333
270,0.175
405,0.195833333333333
607,0.195833333333333
911,0.204166666666667
1367,0.229166666666667
2050,0.25
