#OTU ID	CKqc1	CKqc2	CKqc3	CKqc4	CKqc5	CKqc6	CKmc1	CKmc2	CKmc3	CKmc4	CKmc5	CKmc6	CKhc1	CKhc2	CKhc3	CKhc4	CKhc5	CKhc6	0hqc1	0hqc2	0hqc3	0hqc4	0hqc5	0hqc7	0hmc1	0hmc2	0hmc3	0hmc4	0hmc5	0hmc7	0hhc1	0hhc2	0hhc3	0hhc4	0hhc5	0hhc7	3hqc1	3hqc2	3hqc3	3hqc4	3hqc5	3hqc6	3hmc1	3hmc2	3hmc3	3hmc4	3hmc5	3hmc6	3hhc1	3hhc2	3hhc3	3hhc4	3hhc5	3hhc6	6hqc1	6hqc2	6hqc3	6hqc4	6hqc5	6hqc6	6hmc1	6hmc2	6hmc3	6hmc4	6hmc5	6hmc6	6hhc1	6hhc2	6hhc3	6hhc4	6hhc5	6hhc6	9hqc1	9hqc2	9hqc3	9hqc4	9hqc5	9hqc6	9hmc1	9hmc2	9hmc3	9hmc4	9hmc5	9hmc6	9hhc1	9hhc2	9hhc3	9hhc4	9hhc5	9hhc6	12hqc1	12hqc2	12hqc3	12hqc4	12hqc5	12hqc6	12hmc1	12hmc2	12hmc3	12hmc4	12hmc5	12hmc6	12hhc1	12hhc2	12hhc3	12hhc4	12hhc5	12hhc6	24hqc1	24hqc2	24hqc3	24hqc4	24hqc5	24hqc6	24hmc1	24hmc2	24hmc3	24hmc4	24hmc5	24hmc6	24hhc1	24hhc2	24hhc3	24hhc4	24hhc5	24hhc6	48hqc1	48hqc2	48hqc3	48hqc4	48hqc5	48hqc6	48hmc1	48hmc2	48hmc3	48hmc4	48hmc5	48hmc6	48hhc1	48hhc2	48hhc3	48hhc4	48hhc5	48hhc6	72hqc1	72hqc2	72hqc3	72hqc4	72hqc5	72hqc6	72hmc1	72hmc2	72hmc3	72hmc4	72hmc5	72hmc6	72hhc1	72hhc2	72hhc3	72hhc4	72hhc5	72hhc6	CK1	CK2	CK3	CK4	CK5	CK6	0h1	0h2	0h3	0h4	0h5	0h7	3h1	3h2	3h3	3h4	3h5	3h6	6h1	6h2	6h3	6h4	6h5	6h6	9h1	9h2	9h3	9h4	9h5	9h6	12h1	12h2	12h3	12h4	12h5	12h6	24h1	24h2	24h3	24h4	24h5	24h6	48h1	48h2	48h3	48h4	48h5	48h6	72h1	72h2	72h3	72h4	72h5	72h6	pCK1	pCK2	pCK3	pCK4	pCK5	pCK6	pCK7	pCK8	Y01	Y02	Y03	Y04	Y05	Y06	Y07	Y08	Y31	Y32	Y33	Y34	Y35	Y36	Y37	Y38	Y61	Y62	Y63	Y64	Y65	Y66	Y67	Y68	Y91	Y92	Y93	Y94	Y95	Y96	Y97	Y98	Y121	Y122	Y123	Y124	Y125	Y126	Y127	Y128	Y241	Y242	Y243	Y244	Y245	Y246	Y247	Y248
ASV_11	3	31	62	4	197	6	113	24	133	136	49	6	9	26	11	17	29	34	10	2	18	126	19	44	3	10	33	278	94	69	95	149	2	92	11	54	13850	7	2	119	70	29	95	121	5	149	106	174	799	480	29	1110	161	242	34	13	159	170	100	95	112	44	191	91	19	43	289	117	75	119	53	39	132	282	50	254	132	29	113	329	57	79	418	37	274	498	34	516	664	213	159	190	132	43	147	230	323	210	14	27	16	121	36023	5704	367	731	164	5930	35	30	9	71	8	54	65	8	15	83	29	307	101	204	1851	1937	4637	875	42	8	11	39	12	100	15	38	45	46	3	116	222	1135	36	621	36	6296	12	4	21	3	14	4	6	12	9	24	6	16	433	67	199	295	259	5840	125	81	206	157	275	46	108	161	53	496	124	167	14744	608	36	1378	337	445	435	174	425	380	172	177	519	1109	141	849	1214	279	36505	6104	513	801	327	6281	201	242	1875	2091	4674	1236	279	1181	92	706	51	6512	451	83	229	322	279	5860	741	866	493	1045	716	884	688	902	4	6	4	12	4	3	4	7	29	18	32	27	28	36	56	10	4	5	10	4	6	9	3	7	6	4	5	5	5	8	5	9	1506	1675	1633	1808	1256	2914	2475	1586	37	15	31	29	27	35	49	42
ASV_12	0	0	0	0	5	0	1	0	0	0	4	8	2	0	2	366	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	25	12	16	0	0	0	38	1	0	0	1	1	0	0	0	14	13	6	8	22	6	0	6	0	0	0	1	0	0	1	0	0	42	15	5	35	115	40	43	0	0	0	1	16	0	2	0	0	6	0	0	18	14	12	42	128	20	15	13	0	0	26	1	20	20	0	0	34	17	94304	3009	19	73	18943	394	0	0	0	10	0	0	0	2	0	0	0	0	83	20	7	468	13	9	0	0	0	0	0	0	0	0	0	0	0	1	20	325	28	27	41	48	3	0	2	366	9	13	0	0	0	0	1	1	3	0	0	25	12	17	14	14	7	46	23	6	15	11	36	115	40	86	20	14	12	49	144	20	94339	3042	19	73	19003	412	83	22	7	478	13	9	20	325	28	27	41	49	351	284	148	426	403	253	392	326	1	0	0	0	0	2	3	2	0	0	0	2	0	1	0	0	0	0	0	2	1	0	0	0	3	0	0	1	0	1	0	2	1	2	2	4	0	7	1	0	153	157	65	139	115	62	130	68
ASV_13	3	2	44	2	14	0	0	17	210	7	10	10	0	2	1	6	5	35	7	3	9	14	1	10	6	3	226	21	33	16	35	2	35	11	7	5	89	2	0	19	28	17	2	8	24	132	8	172	11	17	4	250	107	331	37	68	15	88	20	46	194	50	27	85	7	40	147	30	33	41	99	36	44	169	42	119	53	241	46	68	38	8	49	82	47	884	29	927	395	862	2	723	2370	328	64	58	2	717	354	110	23	102	113	34356	7307	2002	100	551	27	108	9	38	21	22	27	53	21	45	46	234	110	1603	1574	1351	26214	224	2	0	8	12	11	5	4	17	7	5	5	2	363	164	72	233	54	48	3	11	182	49	9	0	0	9	20	30	11	2	60	248	849	1739	1412	723	3	21	255	15	29	45	48	8	270	46	41	31	102	27	28	401	143	520	378	148	75	214	126	122	137	1121	109	1054	497	1185	117	35796	10031	2440	187	711	164	1764	1604	1434	26281	480	369	181	87	250	70	55	63	268	1051	1818	1432	725	9	8	0	0	20	13	1	1	0	1	3	0	0	2	0	1	10	4	0	0	0	4	7	0	0	0	11	4	0	0	0	0	13	9	8	4	11	10	6	22	23	19	10	12	13	16	25	15	1	2	1	1	0	2	1	0
ASV_14	3746	2023	1242	3982	730	495	752	708	280	3777	221	517	31	11	17	38	31	53	312	313	426	2022	430	835	407	178	840	467	336	1688	102	78	118	79	155	112	447	383	829	486	410	413	191	162	486	521	190	271	42	108	84	132	159	123	318	449	193	522	278	153	450	390	118	315	151	137	295	134	165	89	148	124	478	3646	197	1044	633	924	173	273	73	146	270	220	144	98	22	94	116	125	421	666	1524	743	1242	2441	851	127	240	351	205	345	46	38	68	66	16	41	1090	1351	64	357	1137	657	553	40	281	212	116	3878	26	78	3	48	41	1	161	547	1487	1111	1120	434	63	56	101	452	24	68	154	12	78	55	47	64	961	694	830	432	303	154	91	105	33	55	43	38	130	139	91	66	46	58	4529	2742	1539	7797	982	1065	821	569	1384	2568	921	2635	680	653	1399	1139	759	807	1063	973	476	926	577	414	795	4017	292	1284	1019	1269	1318	831	1832	1160	1463	2827	1669	1469	348	617	1294	4536	378	615	1666	1618	1191	566	1182	938	954	553	392	250	809	788	460	1138	879	1078	1270	1220	43	72	47	66	62	51	53	71	221	139	265	149	172	197	475	141	380	245	276	268	386	239	442	268	13	24	21	4	28	11	1	33	57	41	45	63	29	125	58	40	43	23	13	23	20	12	40	18
ASV_15	148	83	29	107	41	81	55	29	23	66	39	9	474	193	164	533	196	359	29	15	17	73	33	53	27	14	48	66	64	173	1001	1189	1278	728	1196	1182	20	22	75	27	29	16	29	20	53	18	37	68	606	1510	1263	1295	1363	1519	10	64	26	42	15	15	28	28	13	41	19	42	2172	1650	1271	1658	1200	1090	53	118	14	58	54	44	22	22	7	17	35	15	749	681	430	1201	750	1204	54	23	61	39	100	72	179	12	27	23	25	20	602	615	894	847	416	741	72	59	5	14	59	107	26	13	24	26	13	148	344	1433	88	542	801	15	19	42	51	43	65	17	1363	706	1600	1331	376	1485	1036	216	706	986	685	775	37	42	22	21	36	12	1143	1131	526	939	958	568	793	915	593	1351	743	565	677	305	216	706	276	449	1057	1218	1343	867	1293	1408	655	1552	1391	1340	1429	1603	2210	1742	1310	1741	1234	1147	824	821	451	1276	839	1263	835	650	982	909	541	833	442	1505	117	582	873	270	2418	964	2357	2360	1126	2277	1973	2088	1141	2311	1737	1145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16	1	1	16	15	34	3	362	10	11	51	10	22	3	6	7	2	11	55	3	0	19	1	10	4	1	5	70	30	44	13	53	34	19	6	4	24	9	10	3	30	10	1	1	35	22	1562	8	8	12	36	14	616	93	82	17	155	98	15	26	28	56	60	158	15	9	22	256	109	41	29	26	27	66	256	19	176	21	3	42	60	62	59	115	7	139	522	39	300	860	34	21	8	738	16	12	134	3	33	53	35	9	23	173	55	653	33	103	484	33	8	17	67	1	25	42	19	42	161	10	384	103	368	29988	2827	469	9468	61	2	3	2	1	706	6	51	24	17	1	174	74	738	14	51	24	288	0	36	62	17	9	1	6	18	12	16	15	5	539	592	186	715	570	229	366	17	34	68	55	80	57	39	108	37	58	41	22	81	39	2208	111	91	329	324	297	59	61	77	247	838	120	535	996	44	197	96	1444	84	124	641	178	395	30047	3055	480	9877	141	791	41	70	26	1168	545	646	260	748	594	235	2018	2480	1497	2699	2835	2949	2523	2767	4	18	17	6	6	7	7	20	20	17	10	34	38	10	30	7	12	17	8	8	5	2	7	18	3	7	12	8	7	7	1	6	29	41	46	59	24	52	40	35	51	27	27	28	25	21	42	45
ASV_17	4	86	1	1	4	2	338	15	2	0	3	1	20	7	4	28	4	21	5	1	2	17	4	4	3	0	7	130	1	28	156	8	8	16	5	7	3	2	2	4	14	2	5	8	24	12	4	12	3	10	13	33	9	9	6	9	6442	5	108	1	10	7	169	1	21	11	17	21	60	12	8	5	5	2	7	4	32	9	5	5	16	6	18	10	10	11	28	18	27	13	20	6	0	2	3	61	9	5	7	12	6	8	33	11	18	16	60	53	4	1008	4	15	4	0	7	30772	21	11	2	49	28	34	57	462	24	97	35	3	13	121	11	0	159	9	9	783	15	6	203	2978	23	27094	80	15	1	20	31	64	1	3	9	13	6	17	4	12	22	1021	212	309	4	225	362	108	7	29	11	24	164	9	17	163	10	39	11	20	39	49	27	23	33	37	6671	18	137	17	20	18	51	28	77	32	62	22	25	30	69	122	39	31814	82	488	30	146	397	2990	45	27998	106	21	32	1054	249	390	9	240	79	78	33	87	68	55	73	108	39	87	51	67	91	34	45	93	1	0	2	5	0	1	6	0	43	38	44	69	40	31	83	58	14	30	24	10	15	20	4	20	370	255	432	467	156	567	487	220	2309	2325	1063	2412	2118	1261	2472	1174
ASV_18	63	576	409	483	756	362	52	991	1538	2115	382	101	13	6	33	343	74	367	1	2	2	0	9	9	4	6	0	5	8	14	3452	98	1	11	7	13	501	39	0	9	12	3	5	72	16	19	1	20	158	88	15	55	39	172	270	2	12	15	23	9	1400	54	70	9	19	2	593	76	19	43	34	33	41	16	52	329	250	4	19	36	40	23	352	3	165	34	20	113	69	31	86	32	8	68	38	1	25	2	17	24	7	0	639	69	78	78	17	64	9	2	2	121	3	87	12	7	33	46	2	333	22	55	1418	15857	176	2336	97	111	6	18	41	26	1	102	14	1	4	22	45	18495	18	36	12	253	4	4	2	21	8	25	26	11	11	11	8	1	62	29	27	80	67	61	128	1573	1980	2941	1212	830	3457	106	3	16	24	36	664	199	31	83	52	195	2263	132	101	67	76	44	225	86	112	465	671	38	750	103	103	170	62	65	43	64	1453	16024	181	2756	143	18708	38	55	57	301	92	44	40	112	83	87	60	66	27	122	76	94	99	70	1	0	1	0	1	1	0	0	12	3	12	12	15	5	26	0	2	0	1	0	1	0	0	1	1	0	1	0	1	0	1	1	6	8	8	19	8	11	29	5	136	120	99	91	97	137	122	52
ASV_19	6	1	1	6	4	5	4	4	7	1	4	2	5	1	6	5	1	8	6	4	2	10	4	3	6	0	8	11	1	4	3	35	10	2	6	5	2	3	2	9	2	6	4	3	4	10	3	8	4	10	16	18	5	5	3	6	1	2	9	7	3	7	6	7	1	1	17	5	3	10	7	4	2	3	0	6	4	0	6	4	4	6	0	7	21	3	3	7	5	4	13	8	4	2	4	2	4	7	3	6	0	3	4	9	4	11	3	0	4	1	1611	218	38	5	8	0	28734	93	3	777	2	3	176	79	11	0	4866	0	8	3	6632	25	274	1	9	6	1309	19	247	25	6	20	3247	1	5	10	138	4	10	1	6	9	188	6	1	9	20	11	57	10	3	3	15	6	14	12	9	15	15	39	20	23	11	12	10	16	22	37	10	19	23	18	10	19	17	12	29	10	7	19	9	11	21	24	11	19	7	5	14	4	30521	390	52	782	5387	26	23	29	11188	45	31	30	383	20	14	13	0	0	0	1	0	0	1	4	0	0	0	0	0	0	0	0	1	1	4	3	1	2	14	6	29	8	0	1	0	4	17	8	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_20	116	4	3	9	9	1	5	1	13	7	2	2	7	4	15	7	1	17	10	3	2	7	10	5	5	1	13	6	1	5	5	13	13	2	5	8	8	6	3	8	5	8	3	4	8	10	7	12	5	5	7	6	5	13	8	6	2	9	7	2	4	3	10	5	3	10	4	3	5	10	8	2	9	8	1	11	127	5	10	2	7	11	3	6	11	6	1	13	5	5	8	9	3	5	23	1	4	4	11	12	4	258	6	9	2	5	7	1	9	27	136	6	24	0	9	7	779	7	2	79	4	4	5	6	2	1	6574	223	190	95	54	40	506	136	603	28	33	19	551	40	6	2	34	4	12	7	9	11	11	12738	10	0	30	2	1	49573	5	6	9	6	3	6426	128	9	31	23	12	20	20	17	28	15	16	18	16	15	18	24	17	33	16	12	17	24	18	14	30	16	9	35	135	16	18	22	16	22	34	260	22	38	920	19	28	80	7631	399	799	125	121	63	27	13	48	19	15	68737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_21	2099	1295	559	1629	584	785	929	483	565	1006	507	350	5	2	2	4	2	6	982	504	528	1074	1667	1040	503	221	801	837	708	1354	11	6	14	2	4	11	203	1028	672	1272	777	570	670	453	960	616	411	1397	2	8	8	6	0	6	638	1089	613	1239	435	940	352	597	514	877	329	739	12	0	1	0	4	3	1807	1477	369	1056	843	463	830	326	0	367	981	458	1	4	1	2	4	1	995	807	547	821	655	806	620	298	1148	607	367	599	1	3	0	0	1	0	837	900	109	941	1055	670	431	175	351	312	331	81	1	6	1	7	1	1	451	491	588	608	1052	470	9	3	17	5	9	23	2	2	2	3	3	1	906	800	386	903	1288	229	15	2	9	10	7	3	6	2	0	5	1	0	3033	1780	1126	2639	1093	1141	1496	731	1343	1913	2379	2405	875	1489	1640	1894	1188	1973	1002	1686	1128	2116	768	1682	2638	1807	370	1425	1828	922	1616	1108	1695	1428	1023	1405	1269	1081	461	1260	1387	752	462	496	607	616	1064	494	927	804	395	918	1296	232	2	1	0	7	1	1	1	13	1	2	0	0	0	0	0	11	3	3	0	0	19	2	11	0	2	0	0	0	0	0	1	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
ASV_22	89	6	1	14	4	1	18	0	1	3	3	47	10	0	4	1	2	27	1	0	1	2	1	3	2	0	0	0	0	0	0	0	0	0	0	0	33	1	0	5	4	1	0	0	0	0	0	0	0	0	0	3	6	2	9	580	0	1	35	5	27	459	0	0	0	0	1	5	3	2	8	2	2	38	1	8	3	16	0	0	0	12	0	0	8	4	18	45	19	12	2	2	4	11	24395	10	0	0	1	0	29	0	9	13	7	18	29375	11	2	3	0	1	4	2	0	0	0	0	2	0	87	17	8	7	66	31	0	0	1	5	1	2	12	0	0	0	0	0	9	3	3	8	2	5	6	3	4	0	2	1	0	0	0	0	0	0	10	58	17	14	19	13	117	6	6	18	9	75	3	0	1	2	1	3	33	1	0	8	10	3	37	1044	3	3	43	7	10	42	19	65	22	28	11	15	12	29	53799	21	89	20	8	8	72	33	21	3	4	13	3	7	16	61	21	14	21	14	70	42	20	51	66	37	74	32	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	3	0	1	2
ASV_23	83	94	50	48	18	41	98	56	25	41	30	44	436	194	185	553	205	316	22	17	24	102	75	51	34	15	50	53	34	111	710	706	935	526	861	780	12	32	58	77	58	18	21	26	41	29	32	75	384	1046	885	886	1120	1072	3	37	24	62	13	26	27	16	19	40	15	34	1477	1182	934	1097	1021	796	82	136	30	77	42	32	25	12	5	27	22	16	658	703	358	826	602	897	53	37	77	41	57	70	204	32	27	18	20	24	489	441	696	584	363	571	89	68	6	12	83	63	27	10	20	18	14	174	274	1139	63	494	551	16	19	42	63	34	62	38	930	495	1083	966	234	1067	797	168	682	735	446	716	46	27	31	23	40	16	1128	923	475	612	620	388	690	644	479	1041	623	434	617	344	260	642	253	401	766	738	1009	681	970	942	417	1104	984	992	1210	1165	1507	1235	977	1199	1049	856	765	851	393	930	666	945	746	510	800	643	440	665	390	1217	89	524	648	253	1746	705	1828	1735	742	1821	1864	1594	985	1676	1283	838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_24	1	27	2	0	50	4	1	4	107	3	16	12	2	2	4	2	8	12	2	3	30	0	3	16	4	1	150	2	2	45	11	15	18	3	0	3	658	9	2	12	4	13	12	10	20	54	1	27	79	7	11	118	22	46	17	19	4	11	20	68	32	9	12	7	12	42	42	17	22	11	15	28	17	1094	846	383	31	1392	21	249	1586	38	47	222	109	187	185	1101	372	1263	34	153	4130	139	388	138	42	151	262	32	37	101	2965	6578	9753	1651	279	2023	26	82	2	14	3	2	24	119	1	28	7	98	48	2430	397	753	656	94	6	79	6	2	1	6	4	38	4	1	4	0	18	366	15	90	34	28	2	9	6	2	2	1	1	1	3	2	0	3	57	30	21	29	28	198	4	33	113	5	74	28	17	19	198	5	5	64	749	26	33	184	27	86	91	45	38	29	47	138	147	1530	2617	1522	450	2877	3041	6882	14145	1822	704	2262	98	2631	400	795	666	194	28	483	25	93	39	34	60	40	30	33	30	202	401	250	148	238	327	255	345	365	2	0	1	1	3	1	0	1	9	1	6	2	0	0	0	1	7	1	1	0	1	29	2	1	2	1	2	1	1	1	0	0	22	23	42	18	20	37	23	23	6	4	5	4	9	4	7	5
ASV_25	4	3	3	2	3	5	4	1	6	3	4	0	0	0	0	0	0	0	5	46528	4	1	1	7	5	5	0	0	0	0	0	5	0	0	0	0	1	2	4	6	3	3	0	1	0	37	0	0	0	0	0	0	0	0	5	4	3	2	5	6	0	0	0	0	0	0	0	0	0	0	27	0	6	1	5	5	4	3	0	0	0	0	0	0	0	0	0	0	0	0	2	85	6	3	5	1	0	0	0	1	0	0	0	1	0	0	0	0	8	4	5	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	6	3	6	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	4	2	4	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	8	4	9	5	7	5	10	46538	4	1	1	7	1	3	4	43	3	3	5	4	3	2	32	6	6	1	5	5	4	3	2	86	6	4	5	1	8	4	5	7	1	1	6	3	6	0	7	7	4	2	4	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26	428	363	158	342	142	575	170	289	107	148	160	99	69	31	62	101	116	129	93	55	136	374	259	281	61	58	359	185	205	489	593	1308	838	821	856	836	68	70	326	220	103	90	68	116	170	153	147	166	667	1185	521	928	670	1350	69	233	105	321	100	149	122	98	80	237	72	115	1416	829	1053	314	626	1121	250	432	124	210	93	131	141	48	26	65	260	39	414	286	125	553	394	558	190	153	287	139	260	464	707	65	136	89	119	88	357	173	463	293	143	303	215	179	24	40	261	479	76	54	77	95	44	766	76	253	76	219	341	29	57	153	281	97	268	139	829	462	1096	1210	252	1059	416	42	52	289	148	345	160	141	95	85	142	62	377	1483	226	508	697	187	259	474	318	358	268	319	667	683	327	591	418	803	747	1421	1333	1380	1320	1606	803	1371	1017	1301	920	1606	1607	1160	1238	872	798	1385	805	766	275	828	747	728	1254	391	886	521	522	855	367	486	177	354	646	1274	1302	657	1429	1596	668	1543	796	2098	639	951	1107	568	5	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3
ASV_27	5	9	3	2	14	6	20	11	25	0	7	3	1	1	1	3	3	6	6	3	8	9	4	7	5	2	0	4	2	3	5	4	1	1	2	2	7	9	6	7	11	8	2	1	6	0	1	2	2	2	1	1	4	5	11	4	6	5	3	5	4	3	0	0	0	2	0	0	0	0	2	1	7	9	13	14	8	14	0	1	4	1	12	2	0	1	2	9	1	7	10	9	33	4	11	4	3	4	11	6	0	0	18	10	32	11	1	10	9	6	33	12	2	22	4	4	10	0	20	2166	0	8	10	10	11	8	34	29626	3552	14	161	84	3	4885	979	1	47	25	0	676	451	6	18	20	2	6	34	13	21	22	0	2	31	16	24	12	1	0	34	4	3	6	26	21	29	5	24	15	16	9	9	14	8	12	11	12	13	8	16	15	15	7	6	5	5	8	7	11	19	24	21	23	31	23	76	21	12	14	13	18	53	22	33	2196	37	35187	4982	21	226	129	3	8	99	33	48	40	4	1	2	0	4	1	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	2	0	0	1	3
ASV_28	3	119	129	29	167	12	39	24	1142	218	95	12	2	2	9	5	14	45	4	2	6	8	7	39	3	2	19	27	16	13	38	18	0	35	4	0	193	41	2	5	4	6	2	16	6	20	1	1	57	32	8	41	34	150	185	67	2	61	19	59	236	38	18	32	3	20	207	41	22	11	96	24	9	278	95	797	28	241	3	46	127	22	35	30	51	504	31	3028	384	415	65	221	6210	307	1219	1149	1	140	57	30	61	106	174	6836	4340	1027	393	1649	20	95	12	122	11	14	14	61	2	112	15	184	94	969	1579	5491	2471	481	6	50	7	17	3	13	2	55	6	14	2	3	18	305	12	445	15	38	1	2	45	179	13	4	2	15	5	50	18	3	16	93	312	919	1375	117	44	145	1280	252	276	69	45	22	25	70	27	52	252	89	16	66	39	157	628	146	42	104	118	103	63	828	253	3847	447	686	240	7197	10607	1364	1673	2904	128	1125	1593	5725	2497	679	26	410	25	476	20	54	19	110	362	1148	1406	124	24	41	12	35	27	24	59	39	0	1	3	2	1	2	1	6	0	1	3	4	3	3	1	7	10	12	0	10	4	0	0	0	2	3	4	3	3	4	1	2	464	435	494	522	334	760	776	480	23	6	9	20	6	13	11	13
ASV_29	4	0	3	3	35	0	1	2	11	1	2	39	0	1	0	0	0	5	2	1	0	19	8	11	3	2	0	0	2	346	5	5	0	0	3	2	5	5	0	0	9	1	0	0	0	4	4	9	0	2	0	8	26	136	16	19	18	33	41	19	73	62	31	22	11	10	58	8	6	17	23	2	70	1427	389	584	92	32	32	93	535	25	64	0	8625	2169	141	7224	1279	16	1	3	3358	33	9680	885	0	4	61	8	41	99	1	16	412	11	2728	655	16	31	4	8	4	18	28	5	2	6	3	85	191	454	114	571	565	695	4	23	11	8	0	2	7	2	3	1	0	0	86	1384	16	128	5	5	1	2	316	32	9	21	0	2	6	5	0	0	241	632	137	699	660	282	5	3	14	4	37	44	10	8	0	19	13	359	5	7	0	12	39	146	147	89	55	72	75	31	8727	3689	1065	7833	1435	48	2	23	3831	52	12449	1639	235	490	120	585	572	798	97	1409	30	137	5	7	242	636	459	736	669	303	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_30	291	202	110	489	94	183	156	185	133	255	109	99	130	13	112	153	110	137	96	97	67	248	292	222	136	41	367	280	140	433	1087	1015	1247	742	1308	1492	24	103	234	215	121	83	72	84	176	131	105	224	631	1387	871	1638	1411	1339	62	170	98	167	86	126	112	105	88	176	87	153	2027	1111	1207	717	744	1326	283	415	109	217	214	166	152	55	23	83	127	84	499	475	207	1141	492	769	194	174	234	169	233	212	417	86	165	137	98	98	562	269	653	465	191	305	220	258	24	86	240	242	140	28	79	57	60	714	127	446	90	302	512	11	66	107	207	142	334	92	1293	349	1397	1134	193	961	574	88	108	478	216	412	187	155	78	114	141	65	634	1070	268	968	1018	630	484	844	350	503	390	324	577	400	355	897	313	419	1319	1153	1681	1270	1740	2147	727	1574	1281	1984	1637	1646	2201	1386	1393	1060	917	1605	934	945	339	1441	833	1019	1173	529	1052	771	522	615	487	732	193	445	812	967	1933	544	1712	1754	743	1465	1305	2069	696	1585	1549	1019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_31	0	4	4	2	3	1	6	1	2	5	2	0	6	3	4	7	5	13	2	4	1	1	1	2	0	2	6	12	2	7	23	3	7	9	5	14	0	4	1	2	0	1	9	5	17	14	2	7	4	8	4	6	10	7	2	1	1	0	3	1	7	9	9	4	11	8	9	6	3	3	2	7	2	0	0	1	6	4	12	5	14	10	5	7	6	6	10	13	6	3	3	6	0	4	1	0	7	11	6	16	8	14	8	8	10	11	12	1	1	5	8	3	0	0	12	13	10	13	8	15	6	9	3	19	7	0	2	7	0	0	6749	2	21	6	9	7	21439	12	11	39	2	8	11070	8	1	3	1	5	3	1	5	3	7	7	5	7	11	9	9	12	6	16	12	8	10	14	10	14	25	9	14	22	8	23	13	17	22	22	12	15	18	16	13	7	16	16	20	11	24	24	17	14	18	25	16	31	21	15	19	27	21	35	15	15	34	52	11	15	39258	22	17	15	17	24	14	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
