"ASV_ID","Kingdom","Phylum","PC","Class","Order","Family","Genus","Species","last"
"ASV_688","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Unassigned","g_Halomonas"
"ASV_707","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodospirillales","Unassigned","Unassigned","Unassigned","o_Rhodospirillales"
"ASV_706","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned","f_Rhodobacteraceae"
"ASV_700","Bacteria","Actinobacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces","Unassigned","g_Streptomyces"
"ASV_712","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter_lwoffii","s_Acinetobacter_lwoffii"
"ASV_697","Bacteria","Cyanobacteria","Cyanobacteria","Cyanobacteria","Unassigned","Family_II","GpIIa","Unassigned","f_Family_II"
"ASV_693","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned","f_Rhodobacteraceae"
"ASV_703","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_692","Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Zoogloea","Zoogloea_oryzae","s_Zoogloea_oryzae"
"ASV_702","Bacteria","Bacteroidetes","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Unassigned","g_Flavobacterium"
"ASV_717","Bacteria","Planctomycetes","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Unassigned","Unassigned","f_Planctomycetaceae"
"ASV_710","Bacteria","Planctomycetes","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Unassigned","Unassigned","f_Planctomycetaceae"
"ASV_701","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Unassigned","g_Stenotrophomonas"
"ASV_715","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio_navarrensis","s_Vibrio_navarrensis"
"ASV_718","Bacteria","Actinobacteria","Actinobacteria","Actinobacteria","Rubrobacterales","Rubrobacteraceae","Rubrobacter","Rubrobacter_bracarensis","s_Rubrobacter_bracarensis"
"ASV_698","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Neptuniibacter","Neptuniibacter_caesariensis","s_Neptuniibacter_caesariensis"
"ASV_716","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_711","Bacteria","Firmicutes","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus_iners","s_Lactobacillus_iners"
"ASV_709","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Oceanicola","Oceanicola_litoreus","s_Oceanicola_litoreus"
"ASV_723","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned","f_Rhodobacteraceae"
"ASV_713","Bacteria","Firmicutes","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Unassigned","g_Lactobacillus"
"ASV_724","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Unassigned","g_Paracoccus"
"ASV_721","Bacteria","Proteobacteria","Epsilonproteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Arcobacter","Unassigned","g_Arcobacter"
"ASV_732","Bacteria","Bacteroidetes","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Sediminibacterium","Sediminibacterium_salmoneum","s_Sediminibacterium_salmoneum"
"ASV_714","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","Unassigned","g_Rhizobium"
"ASV_727","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","Pseudoalteromonas_spongiae","s_Pseudoalteromonas_spongiae"
"ASV_729","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned","o_Rhizobiales"
"ASV_719","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Gemmobacter","Unassigned","g_Gemmobacter"
"ASV_720","Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria","Burkholderiales","Unassigned","Unassigned","Unassigned","o_Burkholderiales"
"ASV_731","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Hoeflea","Unassigned","g_Hoeflea"
"ASV_730","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Unassigned","g_Halomonas"
"ASV_744","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_726","Bacteria","Armatimonadetes","Armatimonadetes","Unassigned","Unassigned","Unassigned","Armatimonadetes_gp5","Unassigned","c_Unassigned"
"ASV_738","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Unassigned","g_Vibrio"
"ASV_722","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Unassigned","g_Vibrio"
"ASV_734","Bacteria","Bacteroidetes","Bacteroidetes","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","p_Bacteroidetes"
"ASV_742","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned","f_Rhodobacteraceae"
"ASV_741","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Unassigned","g_Pseudomonas"
"ASV_725","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadales_incertae_sedis","Unassigned","Unassigned","f_Alteromonadales_incertae_sedis"
"ASV_747","Bacteria","Bacteroidetes","Bacteroidetes","Sphingobacteriia","Unassigned","Unassigned","Unassigned","Unassigned","c_Sphingobacteriia"
"ASV_735","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Unassigned","g_Acinetobacter"
"ASV_743","Bacteria","Bacteroidetes","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Unassigned","Unassigned","f_Prevotellaceae"
"ASV_728","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Unassigned","g_Paracoccus"
"ASV_737","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned","f_Rhodobacteraceae"
"ASV_749","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned","f_Rhodobacteraceae"
"ASV_733","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_aeruginosa","s_Pseudomonas_aeruginosa"
"ASV_736","Bacteria","Firmicutes","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Unassigned","Unassigned","f_Bacillaceae_1"
"ASV_739","Bacteria","Firmicutes","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus_raffinolactis","s_Lactococcus_raffinolactis"
"ASV_751","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Lentilitoribacter","Lentilitoribacter_donghaensis","s_Lentilitoribacter_donghaensis"
"ASV_754","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bosea","Unassigned","g_Bosea"
"ASV_746","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","c_Alphaproteobacteria"
"ASV_757","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Unassigned","g_Paracoccus"
"ASV_740","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Unassigned","Unassigned","f_Oceanospirillaceae"
"ASV_745","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseovarius","Unassigned","g_Roseovarius"
"ASV_758","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Unassigned","g_Pseudomonas"
"ASV_761","Bacteria","Bacteroidetes","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Unassigned","Unassigned","f_Flavobacteriaceae"
"ASV_748","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","c_Gammaproteobacteria"
"ASV_753","Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria","Burkholderiales","Unassigned","Unassigned","Unassigned","o_Burkholderiales"
"ASV_764","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Marivita","Unassigned","g_Marivita"
"ASV_765","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned","f_Rhodobacteraceae"
"ASV_777","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_767","Bacteria","Firmicutes","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Unassigned","g_Lactobacillus"
"ASV_750","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","Unassigned","g_Lysobacter"
"ASV_752","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","Unassigned","g_Alteromonas"
"ASV_756","Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas","Unassigned","g_Comamonas"
"ASV_759","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Unassigned","Unassigned","f_Alteromonadaceae"
"ASV_772","Bacteria","Actinobacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium","Unassigned","g_Corynebacterium"
"ASV_788","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_763","Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","Unassigned","Unassigned","f_Methylophilaceae"
"ASV_766","Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","Methylotenera","Unassigned","g_Methylotenera"
"ASV_760","Bacteria","Firmicutes","Firmicutes","Bacilli","Bacillales","Planococcaceae","Jeotgalibacillus","Jeotgalibacillus_alimentarius","s_Jeotgalibacillus_alimentarius"
"ASV_762","Bacteria","Firmicutes","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XI","Anaerosalibacter","Anaerosalibacter_bizertensis","s_Anaerosalibacter_bizertensis"
"ASV_770","Bacteria","Bacteroidetes","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Mesoflavibacter","Unassigned","g_Mesoflavibacter"
"ASV_755","Bacteria","Actinobacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","Unassigned","Unassigned","f_Intrasporangiaceae"
"ASV_776","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Unassigned","g_Stenotrophomonas"
"ASV_783","Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","c_Betaproteobacteria"
"ASV_779","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter","Unassigned","g_Erythrobacter"
"ASV_782","Bacteria","Firmicutes","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillus","Unassigned","g_Bacillus"
"ASV_774","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_768","Bacteria","Firmicutes","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_faecalis","s_Enterococcus_faecalis"
"ASV_786","Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Alcaligenes","Unassigned","g_Alcaligenes"
"ASV_773","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_771","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","c_Gammaproteobacteria"
"ASV_787","Bacteria","Deinococcus-Thermus","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus_caeni","s_Deinococcus_caeni"
"ASV_769","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Unassigned","Unassigned","f_Enterobacteriaceae"
"ASV_778","Bacteria","Bacteroidetes","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Chryseobacterium","Unassigned","g_Chryseobacterium"
"ASV_784","Bacteria","Planctomycetes","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Aquisphaera","Aquisphaera_giovannonii","s_Aquisphaera_giovannonii"
"ASV_775","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned","f_Rhodobacteraceae"
"ASV_789","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","c_Gammaproteobacteria"
"ASV_805","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_795","Bacteria","Bacteroidetes","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Unassigned","g_Bacteroides"
"ASV_785","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","c_Gammaproteobacteria"
"ASV_780","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned","o_Rhizobiales"
"ASV_794","Bacteria","Proteobacteria","Deltaproteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Unassigned","Unassigned","f_Bacteriovoracaceae"
"ASV_781","Bacteria","Actinobacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium","Unassigned","g_Corynebacterium"
"ASV_813","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_802","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","c_Gammaproteobacteria"
"ASV_790","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned","f_Rhodobacteraceae"
"ASV_792","Bacteria","Acidobacteria","Acidobacteria","Acidobacteria_Gp4","Unassigned","Unassigned","Aridibacter","Unassigned","o_Unassigned"
"ASV_804","Bacteria","Firmicutes","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto","Clostridium_cadaveris","s_Clostridium_cadaveris"
"ASV_791","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Shinella","Unassigned","g_Shinella"
"ASV_798","Bacteria","Planctomycetes","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Unassigned","Unassigned","f_Planctomycetaceae"
"ASV_803","Bacteria","Actinobacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Rothia","Rothia_dentocariosa","s_Rothia_dentocariosa"
"ASV_811","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned","f_Rhodobacteraceae"
"ASV_800","Bacteria","Bacteroidetes","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Robiginitalea","Robiginitalea_myxolifaciens","s_Robiginitalea_myxolifaciens"
"ASV_808","Bacteria","Firmicutes","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unassigned","Unassigned","f_Bacillaceae_2"
"ASV_793","Bacteria","Actinobacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_longum_subsp._infantis","s_Bifidobacterium_longum_subsp._infantis"
"ASV_796","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Maritalea","Unassigned","g_Maritalea"
"ASV_816","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Henriciella","Unassigned","g_Henriciella"
"ASV_815","Bacteria","Parcubacteria","Parcubacteria","Unassigned","Unassigned","Unassigned","Parcubacteria_genera_incertae_sedis","Unassigned","c_Unassigned"
"ASV_797","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned","f_Rhodobacteraceae"
"ASV_799","Bacteria","Firmicutes","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XII","Fusibacter","Unassigned","g_Fusibacter"
"ASV_818","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Unassigned","g_Acinetobacter"
"ASV_801","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Labrenzia","Unassigned","g_Labrenzia"
"ASV_809","Bacteria","Proteobacteria","Deltaproteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Unassigned","Unassigned","f_Bacteriovoracaceae"
"ASV_819","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Unassigned","g_Pseudomonas"
"ASV_817","Bacteria","Actinobacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium","Unassigned","g_Corynebacterium"
"ASV_806","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hyphomonas","Unassigned","g_Hyphomonas"
"ASV_829","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_821","Bacteria","Actinobacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces_gerencseriae","s_Actinomyces_gerencseriae"
"ASV_807","Bacteria","Firmicutes","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Unassigned","g_Staphylococcus"
"ASV_810","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Blastomonas","Blastomonas_natatoria","s_Blastomonas_natatoria"
"ASV_814","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Unassigned","g_Stenotrophomonas"
"ASV_824","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned","f_Rhodobacteraceae"
"ASV_843","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_827","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Brevundimonas_terrae","s_Brevundimonas_terrae"
"ASV_844","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","a_ASV_844"
"ASV_822","Bacteria","Bacteroidetes","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Unassigned","g_Flavobacterium"
"ASV_830","Bacteria","Bacteroidetes","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Unassigned","Unassigned","f_Saprospiraceae"
"ASV_812","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Unassigned","Unassigned","f_Enterobacteriaceae"
"ASV_831","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhizobiales","Cohaesibacteraceae","Cohaesibacter","Cohaesibacter_marisflavi","s_Cohaesibacter_marisflavi"
"ASV_820","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned","o_Rhizobiales"
"ASV_833","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned","f_Rhodobacteraceae"
"ASV_840","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_852","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","a_ASV_852"
"ASV_828","Bacteria","Bacteroidetes","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Unassigned","Unassigned","f_Chitinophagaceae"
"ASV_825","Bacteria","Firmicutes","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Unassigned","Unassigned","f_Erysipelotrichaceae"
"ASV_836","Bacteria","Actinobacteria","Actinobacteria","Actinobacteria","Actinomycetales","Dermacoccaceae","Dermacoccus","Unassigned","g_Dermacoccus"
"ASV_826","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Aestuariibacter","Unassigned","g_Aestuariibacter"
"ASV_823","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Unassigned","Unassigned","f_Enterobacteriaceae"
"ASV_847","Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum","Unassigned","g_Herbaspirillum"
"ASV_841","Bacteria","Bacteroidetes","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Phaeodactylibacter","Unassigned","g_Phaeodactylibacter"
"ASV_839","Bacteria","Bacteroidetes","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Winogradskyella","Winogradskyella_poriferorum","s_Winogradskyella_poriferorum"
"ASV_832","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","c_Gammaproteobacteria"
"ASV_851","Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Unassigned","Unassigned","f_Comamonadaceae"
"ASV_853","Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","Unassigned","Unassigned","f_Methylophilaceae"
"ASV_835","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","c_Gammaproteobacteria"
"ASV_845","Bacteria","Bacteroidetes","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Lishizhenia","Lishizhenia_tianjinensis","s_Lishizhenia_tianjinensis"
"ASV_834","Bacteria","Firmicutes","Firmicutes","Bacilli","Bacillales","Bacillales_Incertae_Sedis_XII","Exiguobacterium","Unassigned","g_Exiguobacterium"
"ASV_854","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned","f_Rhodobacteraceae"
"ASV_838","Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Unassigned","Unassigned","f_Comamonadaceae"
"ASV_837","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Perlucidibaca","Unassigned","g_Perlucidibaca"
"ASV_856","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Unassigned","g_Paracoccus"
"ASV_842","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Unassigned","g_Vibrio"
"ASV_861","Bacteria","Firmicutes","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Salimicrobium","Unassigned","g_Salimicrobium"
"ASV_860","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","c_Gammaproteobacteria"
"ASV_858","Bacteria","Actinobacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","Unassigned","Unassigned","f_Intrasporangiaceae"
"ASV_846","Bacteria","Firmicutes","Firmicutes","Clostridia","Clostridiales","Unassigned","Unassigned","Unassigned","o_Clostridiales"
"ASV_862","Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas","Unassigned","g_Comamonas"
"ASV_849","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium","Unassigned","g_Methylobacterium"
"ASV_865","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","c_Gammaproteobacteria"
"ASV_850","Bacteria","Proteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","p_Proteobacteria"
"ASV_859","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_857","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Unassigned","Unassigned","f_Oceanospirillaceae"
"ASV_868","Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Unassigned","Unassigned","f_Comamonadaceae"
"ASV_848","Bacteria","Actinobacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Amycolatopsis","Unassigned","g_Amycolatopsis"
